doc_text,image2text,speech2text
или нет,"sand-witch @saaandwitch 1d жиза а это точно mpt? если что-то не нравится, иди в частную поликлинику. @ п 1 11 70 ф 4 ili 113к 2,6к",
Так вот что там мелким шрифтом пишут...😅  Не пропусти «Женский  стендап » сегодня в 23:00 на ТНТ,"th я, честно, ну, я правда","Я люблю детей, но я хочу, чтобы у меня в жизни было еще что-то, кроме них. А сейчас пока это невозможно. Я даже недавно сходила к тарологу, хотела узнать про свою личную жизнь. И прикиньте, мне даже там она начала рассказывать про детей. Она говорит, у вас сейчас очень большие проблемы с дочерью, вы с ней постоянно ругаетесь, потому что она ваш кармический долг с прошлой жизни. Я думаю, в смысле? Я еще в этой жизни не все кредиты выплатила. Мне уже оттуда прилетело. А младший тогда что, за микрозаймы? Я теперь поняла, что в договоре вот этими маленькими буквами пишут. Типа или плачешь, или рожаешь неприятных детей."
«Comedy Club» в пятницу в 21:00 на ТНТ,th где лучше всего хранить товар?,"— «Мы самый влиятельный картель вовсе в Мексике! Мы производим больше всех товара!» — «В этом то и проблема! У нас его слишком много! Мы вынуждены жит на улицы, потому что наши дома забиты товаром! Мы никуда не можем поехать, потому что наши машины забиты товаром! Мы не можем спать с нашими женщинами, потому что наши женщины забиты товаром!» — «Да разве это проблема?! Отправьте товар в Америку!» — «Но это всего 2 контейнера!» — «Тогда отправьте еще в Китай» — «Ну ладно, еще 8!» — «Тогда отправьте товар в Москву-сити в башню Оку!» — «Тогда нам придется где-то занимать товар у других!»"
А как там после 30ти?🤣🖤,20 atr,"Однако, некоторые подписчики о Аттенде наркотики認為, что это понятный�� и не вivering?"
"тяжело поверить, но это Месси и Ламин Ямаль  через несколько лет после этого фото Ямаль сделает 3 голевые передачи на евро 2024","м нравится blackpantera21 и ещё 1 625 020 fabriziorom leo messi and lamine yamal, 2007 *",
Мерино хорош,750 rect 16 :,
"Кажется, Ане пародия не очень понравилась. А вам? #пародия #соболев #аннаседокова #орлов #токсики",брат соболёва cooler,"А можно шутить в моем стиле? Про Жарко от Ильи Совлю. Я, блять, Илюха Совля, блять! Харор импровизации, блять! Аня написала книгу по соблазнению, но, но, единственное, что Аня не учла, да, что аудитория, на которой написана эта книга, не умеет читать. Они такие, блять, «Мастер, ты прочитала, блять, книгу Анны Седоковой?» Это такая, блять, ну, и, ох, пьяна, да, с чаем, блять, пизда-то зашла! Вот что значит, блять, брить гранит науки!"
"Хороших выходных от Камерон Диаз😂  Какие у вас планы, делитесь🙌🏻",3,
Кто бы съел такой хеппи мил для беременных? А если за 5К? 😏   @helen_yes1 @annakhilkevich мы как докушаем - сразу читать ваши комментарии ))),,"Здравствуйте, будьте добры одну колу. А мне хэппи-мил для беременных. Ваш хэппи-мил для беременных. Ой, спасибо большое. Ааа, как я тебя люблю. А так, тебе. Спасибо большое. Оплата по карте. Блин, а где мой следующий свекольный смузи? Опять не положили, вы издеваетесь. Ну все время."
"Мемы из нового выпуска шоу ТОКСИКИ. Если хотите еще, то в ВКонтакте есть вторая часть 😏",pov: мама назвала тебя тучным,
ахахахах,жизнь - как коробка шоколадных конфет но ты псина. и шоколад тебе нельзя,
#камедивумен,v а это екатерина баранова певица нашего шоу. пела | начальные роль-тупая певичка выходы. одна из первых ушла в декрет. и в шоу покинула шоу. уже не вернулась /,"Аполлон Мой, мой, мой, будет только мой!"
А воо и долгожданная свадьба Хрусталева,~ кого была похожая регистрация? дой,"Даша, Медведева, иди сюда. Подожди меня здесь. Вот, читай, только с выражением. Сегодня сочетается брак... Сегодня необыкновенный день. Сочетаются браком Дмитрий и Наталья. Дорогие друзья, подойдите ближе, чтобы лучше слышать. Ведь в семейной жизни самое главное, слушайте рядом голос любимого человека. Итак, Дмитрий, согласны ли вы взять в жены Наталью? Но прежде чем вы дадите ответ, песня. Любви не бывает много, Любви не хватает всем, Ведь любовью в вашем сердце навсегда. Ведь теперь вы Наталья. Согласны ли вы стать женой Дмитрия? Да. Не слышу! Да. Но прежде чем объявить вас мужем и женой, игра. Возьте обруч. Так, давайте игру пропустим, можно побыстрее. И в подарок от нашего ЗАГСа мы хотим вам вручить аудиозапись вашего бракосочетания. Слушайте и наслаждайтесь из года в год."
# стендап  #женский стендап  #юмор #смешно,diad 1 сделала комплимент,"Ну что, у меня вечно недовольное лицо. Я из-за этого попадаю в странные ситуации. Меня тут недавно в кафе несколько раз спросили «А вам точно всё понравилось?» Ну, а я просто когда комплимент делаю, выходит ещё хуже. Ну, я как-то сказала официанту «Отличный штрудель». Так он сразу стал ширинку проверять."
Поздравляю! Оригинал нашёл тебя😏 @comedyclubru @TNT_television @KaribidisDemis,,"Как скажешь ведь так и будет, когда скажешь тогда скажешь, не скажешь так не скажешь, ты только скажи, если не скажешь, чтобы я не ждала, а когда ты скажешь, тогда скажешь, не скажешь так не скажешь. Скажи просто, скажешь или не скажешь."
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,по мнению других проблем замечательные отношения с родителями всегда были и до сих пор но они конечно люди с особенностями я когда была маленькая мы гуляли с ними в парке они любили спрятаться от меня за деревьями и смотреть что я буду делать потому что они шутники а у меня травмы до сих пор они мне еще говорят нас же всегда было видно из за деревьев не знаю мне было видно только мое будущее в детском доме уж не было видно я теперь выросла у меня есть своя дочь и я недавно ее отправляла на дачу к бабушке с дедушкой на электричке посадила с конца бабушка должна была встречать я звоню говорю встречай говорит да я уже на станции только мне ужасно хочется спрятаться за столбик думаю нож нет это мой ребенок только я могу портить психику своему ребенку поэтому я позвонила дочери и сказала так бабушка там за столбиком давай ее разыграем выйди на остановку раньше разыграла получается обе сидит теперь
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,"Но на этом мои приключения не закончились. Вечером того же дня я зашла в продуктовый магазин. Там в молочном отделе на полке стоит продукт, на нем написано «Не молоко». «Не молоко!» Я думаю, что издеваетесь, что ли? Я в какой-то викторине принимаю участие. Почему я должна догадываться, что там? «Не молоко». Что это? Кефир, что это? Жидкое мыло? Как будто бабушку какую-то назвала. Она такая, да разве что это молоко? Ну нет. Я только стичем молоком разобралась, а она такая, ну что это? «Не молоко». Что это? Кефир, что это? Жидкое мыло? Как будто бабушку какую-то назвала. Она такая, да разве что это молоко? Ну нет. Я только стичем молоком разобралась, вы мне опять какие-то головоломки подсовываете. Такие у меня проблемы."
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,я зашла недавно в кафе там была очередь передо мной стояла девушка я слышу она говорит продавщице мне пожалуйста три сырника и два не сырника и продавщица даже глазом не моргнула и что то ей дала в пакете я подумала это что здесь происходит я сейчас накрою эту шпионскую ячейку я говорю мне это же а сама думаю куда я лезу ведь это может быть что угодно глобально все в мире делится на сырники и не сырники думаю вдруг она мне сейчас скажет так бери салат и уходи а я смотрела шпионские фильмы я смотрела подвиг разведчика я знаю кодовую фразу думаю самое время ее применить я говорю у вас продается славянский шкаф но выяснилось что она не смотрела потому что она такая ты больная что ли у нас еда тут продается но вывели меня из этого кафе
блинов захотелось,фитнес тренер: вы можете дома делать элементарные упражнения с блинами я: упражнения с блинами - мои любимые,
статистика за июнь,nurch / ` м ' отлет: мемов за месяц: 30 смешных: о непонятных: 29 neyfoundland,
Куколд года #юмор #шутка,,"Дамы и господа, победитель в номинации Куколд года, чувак из видео. У тебя был роман? Я не знаю, как это роман, не роман. Начался кризис в отношении. Я очень сильно ушел в работу, вообще не обращал внимания на Алису. Когда мало времени уделяешь семье, отношениям, девушке, в какой-то момент может что-то произойти. Что-то произошло? Она влюбилась в другого мужчину. Просто на таком-то мероприятии, там день рождения у подруги был, был мужчина, и у нее что-то внутри екнуло. Гармон какой-то. Гармон шлюха, блин, попался. Ну, просто у меня, ну как я говорю, у меня какая-то произошла именно связи. Половая. Взрослый мужчина, ему сколько там, 40 лет было, я не помню, 44, 44, да. 44. Я учил. Я, видимо, почувствовала эту энергию вот этого успешного мужчины, у которого много энергии, много денег. А у Андрея тогда были трудности. Спали в итоге или нет? Нет. Я просто не отношусь... Нет. Нельзя. Нет. Ну, мы вообще, блин, там... Срочно переводим тему. Велосипеды, рыба, Краснодар. Для каждого измена это свое. Для меня вот измена это шорты. Я поехала вот с этим мужчиной в отель, и Андрей видел сторис. Я все снимала в сторис, подписчики видели. Привет, подписчики, меня везут ебать."
Наташи!😅 Записываем⚡️,6 и 8 « размышления в новолунию 3333,наташа любить значит страдать чтобы не страдать надо не любить но тогда будешь страдать от того что не любишь поэтому любить значит страдать но не любить тоже значит страдать а страдать значит страдать чтобы быть счастливым надо любить значит надо страдать но страдание делает человека несчастным поэтому чтобы быть несчастным надо любить или любить чтобы страдать или страдать от избытка счастья жалко что ты за мной не записываешь
👏👏👏👏👏🥳🥳🥳🥳🥳,,"Дайте женщине выспаться, покушать вкусненькое и деньги, и вы узнаете, как она умеет любить."
Вошедшее. Про внешность мужчин. #иринамягкова #вошедшее #мягковаирина #женский стендап  #сильная #независимая,i 1,"Не объясню. Не объясню. Смотрите, как бы мужчина не выглядел, не знаю, какой он был бы там, седой, лысый, с пузом, иногда комбо, блядЬ. Три в одном. У них у всех есть жена. Жена, которая его, сука, ревнует. Но... У всех же есть такая подруга, которая очень сильно ревнует мужа, а ты там на мужа смотришь и такая, да ну нет, блядЬ. Ты че, мать, ну... Не идет бортба за Шрека? За Шрека-гипертоника еще, да? Что как он у тебя и красный, и зеленый одновременно, да?"
"работает, реально",всего один простой способ наладить режим,"Встретим простой способ наладить режим и всегда ложиться вовремя. Правило 20-20-20, объясняю за 20 секунд. Вечером на 20 минут делаем приглушенный свет. После этого за 20 минут до сна убираем телефон. Затем в постели смотрим ютуб в течение 20 часов."
https://vk.cc/cy9K9q,болешая прожавка l,большая прожарка ответ купцу гарик харламов вплотную дочери гарика крестный отец тимур батрутдинов но недавно мне позвонили из церкви и сказали что буду я гаррика как мы знаем есть шоу и честно вам скажу это полная хуйня но с гариком такая большая разница в возрасте что я гожусь ему в жены первыми словами гарика был крик из утробы я заболел я не приду каждый гарик увидел голодную собаку на заправке купил ей сосиску в тесте положил на асфальт резко проголодался я сам ее съем щелкать собака любит гарик тяжело переносит самолеты но давай честно гаррик самолеты тоже тяжело тебя переносит тебе нельзя ни в коем случае садиться у окна иначе самолет будет летать по кругу кстати я думаю у гарика денег хоть жопой жуй я уверен пару раз жизни он так делал недавно галику позвонили телефонные мошенники он сразу понял что это развод и отдал им вторую половину дома
"Александра Муратова    Карин, ну для картины можно было как-то и повеселее быть",,
Посмотреть как мы напихали Гарику можно 👉🏻 тут,однажды гарик,"Каждый гарик увидел голодную собаку на заправке, купил ей сосиску в тесте, положил на асфальт, резко проголодался и сам её съел. Не пущу вообще, собака ёбаная."
Готовьте огнетушители:   https://vk.com/video-209976560_456240004,"ша} а г м , участие гарика v к видео vк видео vк вид","Счастье Гаррика в большом шоу для меня вообще очень болезненный опыт, потому что, представляете, я всю жизнь бежала от того, чтобы не стать эскортницей, но по итогу я все равно была вынуждена слушать анекдоты богатого деда и повторять себе «Терпи, это все ради трех миллионов». Браво!"
"""Большая прожарка"" Гарика Харламова 🔥🔥🔥  https://vk.com/video-209976560_456240004",гарик еще,Арик еще и хороший человек. Вот про бывшую жену Кристину всегда говорил только хорошая. Эта процедура называется отбеливание асмуса.
По любимому напитку - в комментарий! Мой - кротовуха.,,"В Африку поехал в компанию друзей, но так как я единственный в компании друзей, ну так, по-английски, да, чё-нибудь шарю, я поехал переводчиком. Друг вот ходит, говорит, пойди, пожалуйста, белого вина мне закажи, закажи белого вина. Я говорю, ну два слова, белого вина, ты подойди и скажи их просто, подойди. Он говорит, нет, давай ты подойди, я чё-то это, я не могу чё-то, я обламываюсь. Я говорю, ну два слова, ну по-братски, ну скажи. И он идёт в Африке, бармену говорит, white win. Бармен недоумевает, он такой, what's going on, bro? Мой друг продавливает, он уже руки добавляет, он такой, white win. Я подхожу, ну типа, чтоб мешаться, я говорю, sorry, sorry, правильно всё-таки, Сань, white wins, если..."
"Рубитесь в фентези на ЧЕ? Я вот в этой лиге к четвертьфиналам оказался внезапно на шестом месте (между турами в группе естественно никаких замен не делал, забывал).   На тройку шансов нет, в десятке остаться будет неплохо.   Какие рекомендации по капитану на стадию 1/4 от знатоков? Логика подсказывает - Гакпо.  П Pitch Invasion Лэдисэндджентешьмес!  Напоминаю про обновление составов в Лиге Культурного Беспредела на фентези от Sports” перед 1/4.  Можно освежить свою команду сегодня и еще немного завтра.  Правила даруют нам аж 5 замен, так что давайте брать половину состава сборной Англии, ведь это гарантированные 10 очков! 🔗 https://t.me/pitchinvasion/30455",,
Прикрепленные документы/файлы: 📁 Название документа: 15.2.mp4 – Размер: 32.46 KB 📁 Название документа: 15.1.mp4 – Размер: 37.37 KB,,
"Реально что ли похож?  Мне все говорят, что я Рюдигер, только белый.  Я БЕЛЫЙ 😂",inliga emiatz givittin,
ахахаха,"сейчас я покажу, кто в доме хозяин!",
"Спасибо за заходы, @dr.bairam 😅❤️",,"Решила заняться здоровьем своим, хожу сейчас по всем врачам. Недавно была у стоматолога, он мне говорит, надо брекеты ставить. А я уже носила. СМЕХ АПЛОДИСМЕНТЫ СМЕХ АПЛОДИСМЕНТЫ Знаете, не хотелось бы второй раз тратиться, деньги на это выбрасывать. Мне кажется, скоро уже другие проблемы начнут. Тут уже не зубы будут разъезжаться, а сиськи. У нас некоторые женщины, поэтому все соски и прокалышки к резинками-брекетами стянуть их вот так вот вместе. Я носила брекеты уже в школе, я по этому поводу никогда не комплексовала до одного конкретного случая. Мне фотограф в выпускном альбоме замазал брекеты. И понимаете, там не филигранный фотошоп, там просто белая полоса вместо зубов. АПЛОДИСМЕНТЫ Вот они, 30 додиков, осел и Шрека. Вот мы все собрались, всем добрый вечер, пожалуйста."
Было?),"когда утром лег подремать перед школой, но услышал мамины шаги",
мы?  обожаю ваши варианты если честно🤤,спе : 3 я: думаю остался в холодосе пивасик или зайти в магаз?,Скрываем посредка Скажу тебе ты супер детка Ты супер и снова Я поступаю и че
Отправляйте своим модницам-огородницам,"; ` б##ь я чё нашёп ужены, это пи##ц ,","Блять, я чё нашёл у жены? Это пиздец! Это что такое? А ну видно вам? 30 лет у меня у жены, не 75! Семена зелени! Суперсила! Я б, блять, думал, суперсила летать! Ящавель широколистный в жизни, блять, есть не буду никогда! И узколистный я не буду есть! Блять, укроп Грибовский, блять, Андрей Цыховский, на хуй! Весь дом уже в этой рассаде, на хуй! Это что такое? Я живу, блять, в теплице, на хуй! В теплице студии, блять, я живу! Девки, а в какой момент происходит вот это, что просто... Вот ты сидишь такая, я сегодня на патрика хочу пить коктейль, и на следующий день хуяк! Рукола, блять! Что это? Как это произошло? Ну, с точки зрения бюджета, конечно, потрясающе. В семье это же все приблизительно все эти 500 тысяч семян стоят же 12 рублей. Ха-ха-ха! Блять, сильные корни, быстрое развитие. Я точно такое же на шампуне у нее видел. Это что такое? Ты этим башку моешь? Ты сразу скажи мне, Кристин, потому что я не хочу, чтобы ты просто... Вот ты в 30 лет начала голову эти мыть, и в 30 лет и 2 месяца облысела на хуй. Алиса, включи Дача ФМ. Включаю ее, Алиса. Мы теперь только такое слушаем, блять. Ну, это ж тут садоводы все."
"Не понимаю, как девушки начала XVIII века заряжали телефон, ведь электричества ещё не было… 🤔 🌿🌹🌿",,
Comedy Woman: когда не можешь расслабиться даже в ванной,,
"Замечали, что когда надо встать рано, чтобы, например, поехать в аэропорт, то и пробуждение не такое тяжелое, как если нужно проснуться, чтобы пойти на работу. Вообще, полюбить вставать по утрам - целая наука, давайте-как разберемся, как это сделать.    Во-первых, стоит запланировать на утро что-то такое, ради чего захочется встать, например, тренировку ( сейчас лето, можно перед работой позаниматься на улице). Даже 15 минут занятий смогут скрасить это утро. А еще можно запланировать приятные бьюти ритуалы на утро, ради которых захочется встать.  Найдите общий язык с будильником, настроив свои биологические часы так, чтобы ложиться и засыпать в одно и тоже время.  А еще отличный способ поставить вместо стандартного будильника любимый трек, тогда и пробуждение не будет таким резким, ведь, захочется подпевать.  А как вы справляетесь к ранними подъемами?",7:00 7: 05 7:10 у 7),До новых встреч!
"Вокруг меня сейчас летала оса, я ей сказала: «Оса, ну не летай тут пожалуйста, блин» и она улетела. Ну и кто тут не Элайза Торнбери?",,
"ожидаем матч 1/4 финала Англия - Швейцария с помощью мемов.   их очень много, вот вам один из них: болельщики Англии готовятся к просмотру своей сборной.",,
TNT_television https://t.me/TNT_television/4884    Пов: твой батя - твой инструктор 😬,tnt television,"Ты просто очень плохо сильно водишь, очень сильно плохо водишь. Ты когда машину ведёшь, со стороны кажется, как будто животное угнали. Еноты сидят, рулят, как будто буржуки, на педаль нажимают, а Треспичук передачи переключает. Передачи переключает и, сука, подводит енотов!"
"Реально, а какая? #импровизация # стендап  # стендап  #comedy #сода #стерлитамак #приколы",staget содо: черная или кросно- желтан? натрии двууглекислый сода пищевая сод? авуугекислый натрий 77774777 for ans % 500 r,"Слушай, я вспомнила, что в Москве, когда я родом из Чехословакии, в городе Октябрьский ездил. Ты знаешь, что за город? Клуб. В Депутатском республике. А, я оттуда! Я в Средомарске! Ты в город встала? Я в Средомарске! Оттуда! Не в домодедку! А ты откуда? Оттуда! Она у всех есть красная пачка! Она уже черная, подожди. Сода! Сода! Она уже не патическая! Она герметическая! Соду! А думай нам в Кулене, что такие соды! А какая у нас сода? У меня разница все в том, что у нас проблемы за 30! Где-то по полчисло, где-то по полчисло! А лапку не поменяла, блядя!"
ТОКСИКИ с этими милейшими людьми выходят уже завтра…,а вы во сколько ушли из дома?,"Вы во сколько ушли из дома? Ну я вот с 23 уехал. Серьезно? Ты до 23 жил с мамой? Я с родителями жил, да. Да я понял какой ты был до 23. Соляр, иди к маме. Кушать иди. Хватит со мной так разговаривать, блин. Я тебе постель заправила. Ты какой сегодня? Красненькая или? Вот я тебе собрала котлеты, так иди шлюхам раздай своим, которых возишь."
ТОКСИКИ с Анной Седоковой выйдут завтра на моем канале #соболев #аннаседокова #орлов #токсики,детство до 23-х 1,"Вы во сколько ушли из дома? Ну я вот с 23 уехал. Серьезно? Ты до 23 жил с мамой? Я с родителями жил, да. Да я понял какой ты был до 23. Соляйте мау, иди. Хватит со мной так разговаривать, блин! Я тебе постель заправила, ты какой сегодня, красненькая или... Вот я тебе собрала котлеты, так иди шлюхам раздай своим, которых возишь."
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,"Я заметила, что я почему-то пытаюсь быть удобной для абсолютно незнакомых мне людей. Это странные формы принимают. Я вот недавно ходила сдавать кровью. Захожу в кабинет, мне медсестра говорит, у нас тут проходит исследование, не хотите ли вы сдать еще три пробирки крови? А все отказываются передо мной. Я думаю, как-то неловко, что все отказываются. Я говорю, да, давайте. А сама слышу, что я говорю, давайте, и думаю, зачем я говорю? Может, они литровые? И тут заходит молодой человек, у него тоже спрашивают, не хотите ли вы сдать еще три пробирки крови? Он такой, да, давайте, я думаю, это мой мальчик. Поехали сразу к тебе. Но мы никуда не поехали, потому что у нас не было сил и крови. АПЛОДИСМЕНТЫ Вы, наверное, слышали новость, девочка 8 лет сдала ЕГЭ и поступила на психфак МГУ. Видимо, чтобы узнать, что с ней такое. И со всей ее семьей. Но на самом деле меня удивляет, какое количество людей осуждает ее, ее семью. Ведь мы же ничего не знаем, может, гениальная девочка. Но я понимаю, что она портит самооценку всем остальным людям. Если ты пришел на первый курс, а там у тебя девочка 8 лет сидит за партой, это, наверное, неприятно. А через год смотришь, а она уже декан. АПЛОДИСМЕНТЫ А еще через год телевизор включил, а она говорит, год был тяжелый."
Вы вот сейчас в жару тоже не едите??,"т я хочу есть, даже когда я уже ем",не буду скрывать я люблю есть в целом уже не скроешь вопрос не да у нас подруга была в кафе она взяла воду и все я говорю а что такое она говорит ты знаешь когда жарко вообще же не хочется есть с едой неискреннюю у меня вообще нет таких барьеров когда жарко не хочу есть когда проснулась есть не хочу я хочу есть даже когда я уже ем я иногда ложусь спать с мыслю и завтра проснусь вкусно
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,даже поздно вечером включила телевизор там шла какая то передача были девушки очень молодые которые только что окончили школу и они не могли ответить на элементарные вопросы я очень испугалась потому что у меня дочери четырнадцать лет не хочется узнать что ты растишь и глупого ребенка поэтому я разбудил ее в полночь с вопросом говори мне что ты знаешь но она вообще чуть с ума не сошла она такая это я съела все конфеты я говорю нет что ты вообще знаешь а потом думаю а в кого и что то знать я ее недавно водила на языковое тестирование там вышла учительница говорит чтобы пройти этот тест нужен уровень б два ц один и я такая убит значит я продемонстрировала свой уровень очень не хочется быть глупой люди для этого книжки читают я купила умную лампу не могла включить естественно я думаю в этот момент умная лампа думала здесь бы еще нужно пару умных ламп чтобы как то повысить уровень айкью в этом помещении но умная охватом было написано она должна следить за вами изучать ваши повадки чтобы если придут воры она бы смогла сделать вид что вы дома но она должна запоминать когда я включаю свет но сама формулировка умная лампа будет следить за вами очень жутко звучит сразу я представила готовлю я завтрак и умная лампа из спальни такая раз выглядывает резко развернулась слышишь как она убегает шнуром по паркету стучит
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,"И в акции женщина написала «Я книготерапевт». Я думаю, книготерапевт? Это что, все больные книжки ходят подлечь, что происходит? Она говорит, нет, я книготерапевт, полтора часа беседы с вами, даю вам рекомендацию на семь книг. Думаю, полтора часа беседы? Думаю, что ты там спрашиваешь? Я думаю, она спрашивает, а вот это вы читали? А вот это читали? Гарри Поттера читали? Жаль, а то можно было бы сразу семь книг закрыть. А это было целый час. Очень легко свести людей с ума, а там через час продакшница в продуктовом отделе на людей орала. А знаете, сколько с вас? Двести двадцать один!"
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,"У меня возле дома очень долгий светафор. Такой долгий, что я однажды вышла из дома, вернулась, а дочери 14. Вот такой. Но когда очень долгий светафор, люди скапливаются с двух сторон улицы. Все люди мира. И ты понимаешь, что сейчас будет стенка на стенку, и тебе заранее нужно выбрать соперника на той стороне улицы, и как-то так оказать на него психологическое воздействие. Однажды мужчина очень долго смотрел мне в глаза, потом так показал. В этот момент мне всегда не хватает какого-то человека на своей стороне улицы, который бы вдохновлял людей на переход. Который бы встал и сказал, да, сегодня не все смогут перейти эту дорогу, но мы делаем это ради наших детей. Может быть, им построят переход. А пока что держим строй. Люди с мандаринами в атаку. Кто с колясками по флангам? Кто будет отступать? Давите. Я продвинутый городской житель. Я пользуюсь автобусами. Сейчас уже есть приложение, в котором видно, где автобус едет, но и выясняется, что очень много автобусов-призраков. Потому что на карте он у тебя есть, а в жизни его нет. Видимо, на него можно попасть только с платформы 9,75."
Отмечай своего корреспондента 👇 @katiashmatia справилась?   #юмор #смешноевидео #вайн,,"В студии Ида Галич, это женские новости. У нас на связи специальный корреспондент Екатерина, который ведет репортаж вместо события, где моя бывшая встречается с какой-то шваброй. Катя, здравствуйте! Здравствуйте, Ида, я в а**е. Как верно сказано, Катерина, попробуйте аккуратно, незаметно посмотреть, что происходит. А, ой. Катерина, давайте никак не будем реагировать и будем выше этой ситуации. Ну пошел ты, чепушил, со своей чепушилой. Другого ресторана на патриках нет, что ли? Спасибо, Екатерина. Спасибо, дура. Ну что же дальше, спортивные новости и неспортивное поведение моей коллеги. Катя, да отпусти ты ка его!"
