doc_text,image2text,speech2text
"Вот смотришь футбол и думаешь, что уже все видел. А потом в чемпионате Бразилии в матче Крисиума-Фламенго ставят вот такой пенальти   PS: все по правилам, это пенка. Еще и желтая, кстати",urnfluriniturin 101101 01551 w cr 21 00. rout 7^ mold numisol,"Валяется вторая балла в кампу. Балла выстрелена в Барретта, и судья выиграл. Балла выстрелена в Барретта, и судья выиграл. Барретта выстрелил в вторую баллу, чтобы убрать ее от Себолиня."
"alexander_poyda https://t.me/alexander_poyda/584    Пенальти из матча «Фламенго» - «Крисиума». Даже если вы смотрите футбол много лет, вряд  ли вы видели что-то подобное.  Защитник «Крисиумы» Баррето лишним мячом (болельщики «Фламенго» выкинули его с трибуны на поле) выбил игровой мяч прямо из-под ног соперника",fla 1 - 1 cri шутбил приталили imr bet nocionol,"Лакуз. Вот здесь ему важно не терять мяч, потому что все защитники не за спиной, а перед лицом. Классная тонкая передача. И много мячей в стартовой площади. Какой игровой! Какой игровой! Катабыч! Что это будет? Магвилус налево оборудовал. Только вы можете разобраться. Он бежит. Где, почему... А! Мяч выбросили его с трибуны. Ага. Вот этот слева пока не игровой. Запомните его. Мяч игровой у Деррис Коэтт в штрафную... А! Вот это эпизод! Вот это эпизод! Вторым мячом, не игровым мячом Барретту выбил мяч игровой из-под ноги у Эвертона. Вот это да! Ну это какие-то чудеса. Это хижина чудес. Барретта получает желтую карту."
- сколько раз посмотрел это видео? - да,q the best moment of the 2022 world cup 1 9 1 { * 228 тыс. не...тся . а 384 под...ься,До новых встреч!
"Так, старт РПЛ, конечно, круто, но есть новость, которая всё это запросто перекроет!😳  Сегодня в чемпионате Брянской области за команду «Сокол» Сельцо сыграл бывший игрок сборной Бразилии и лондонского «Арсенала» Андре Сантос! Как такое возможно?!!",го сельшо,
"С победой! Начали так, что хочется сразу следующий тур быстрее.",,
"Если бы существовала такая метрика, как «подсунуть партнеру», то Ростов лидировал бы по ней от сезона к сезону:) Новички, старички, техничные или не очень - всех это ждет.  Но, конечно же, это неприятный налог за смелый, сложный, рискованный стиль.   @shhhnyakin",7 5 .,Вот что здесь было. Пошел на перехват Кирилл Глеб.
kgenich https://t.me/kgenich/3569    Личка неплох 😀,~ премык; 1 :,Давай посмотрим ещё раз. В порядке.
А Личка хорош,премеее,"Привет, молодцы! Давай посмотрим ещё раз. В порядке? В порядке."
"Посмотрите, как Александр Овечкин мило держит за ручку нашего тигра) Александра, кстати, ваш админ сегодня награждал, как лучшего игрока )  За фото с легендарной троицей Лео скажет мне спасибо . Когда вырастет) Евгений Малкин и Илья Ковальчук  - краши тоже, конечно!",ёзды хоккея матч года 2924 все звёзды хоккея * w [атче rrid *,
Личка неплох 😀,~ премык; 1 :,Давай посмотрим ещё раз. В порядке.
Опять устроили эфирное парное катание с Димой Лукашовым в прямом эфире Матч ТВ 🥰   А Нафис Сиразетдинов это зафиксировал на 📸❤️  @emma_figuristo4ka,м добро fon wacun sictuo с remil /,
Опубликован опрос ❓Выберите ключевые события матча Динамо - Факел:  ✔ Быстрый гол Лепского ✔ Большое преимущество после первого тайма ✔ Уверенная игра Лунева ✔ Футбол Бителло ✔ Качественная игра в меньшинстве ✔ Игра экспериментальной линии обороны  ✔ Неудаление Квеквескири ✔ Удаление Фомина ✔ Чеканка Марцела на бровке ✔ Свой вариант,,
"как сам фанат монтажа, обожаю входные клипы в наши итоговые студии Матч Премьер.   со смыслом, темпераментно и красиво собраны реально самые-самые моменты дня.   а уход Брызгалова - просто эпик. надеюсь, Динамо великодушно не станет выставлять ему счёт за лампочки. главный же счёт всё равно на табло.",мач премьер [прямой эфир,
"matchpremier https://t.me/matchpremier/18695    🤣 МИР РПЛ, мы скучали.  @matchpremier",м премьер примоизои 4 м 95591 2,
"bedarev_channel https://t.me/bedarev_channel/323    Ови и Панара - чемпионы наших сердец ❤️❤️❤️  https://t.me/erykalov_s_shaiboi/9549  П Ерыкаловщина На «Матче года» не было организованной автограф-сессии?   Дяде Саше и мистеру Хлебу пофиг вообще.   Рад за тех, кто всё-таки дождался. 🔗 https://t.me/erykalov_s_shaiboi/9549",,"Большинство обстоят в окраина. Артемий! Артемий! Артемий! Артемий! Садитесь, садитесь, садитесь! Спасибо! Спасибо вам большое! Спасибо вам большое! Сложно вам даже руку пожать! Спасибо! Спасибо вам большое! Спасибо вам большое! Можно сфоткаться, пожалуйста? Можно сфоткаться? Артемий, можно сфоткаться, пожалуйста? Не, больше. Можно сфоткаться?"
"At the destination ✅  🗾 - остров  🧔🏼‍♂️- Эйдур Гудьонсен (или Гульфи Сигурдссон, или любой другой житель) 🙏🏻 - самый знаменитый фанатский ритуал поддержки сборной   @Alex_Tyulkin был первым.   Ну что, будем по-тихоньку окунаться в, как говорили почти все из посещавших, сказочный мир 😎🤘🏻",exit to iceland utgangur baggage reclaim toskuаfhending dyrum bannabur adgang exit to iceland 30 gotta fa od потг т,
"news_matchtv https://t.me/news_matchtv/55783    «На данный момент уровень Дзюбы, скорее, Медиалига, а не РПЛ», – Губерниев  В субботу Артем Дзюба посетил хоккейный «Матч года» между звездами КХЛ и НХЛ и рассказал Матч ТВ, что ждет предложений по продолжению карьеры, отметив, что находится в хорошей форме.   Ведущий и комментатор Дмитрий Губерниев прокомментировал высказывание форварда в разговоре с Матч ТВ:  «Очень хорошо. Может быть, Артем и дождется предложений. От хоккейных клубов. Надо верить в Артема. Если говорить серьезно, Дзюба должен очень хорошо постараться для того, чтобы остаться в РПЛ. Пока на данный момент его уровень, скорее, Медиалига.  Но если Артем прибавит, а я в Артема очень верю, может быть, он найдет команду в самое ближайшее время. Я не думаю, что это будет кто‑то из топов РПЛ. Скорее всего, кто‑то из середины таблицы. В любом случае все в руках Дзюбы. Это же спорт. Если он будет выглядеть здорово, он может еще раз подняться. Главное, потом не падать. Я в Артема по‑прежнему очень верю!».  @news_matchtv  📷 Дмитрий Челяпин/Матч ТВ",г,
"😳  П ГОНДУРАСА | СЕРГЕЙ ДУРАСОВ Так, старт РПЛ, конечно, круто, но есть новость, которая всё это запросто перекроет!😳  Сегодня в чемпионате Брянской области за команду «Сокол» Сельцо сыграл бывший игрок сборной Бразилии и лондонского «Арсенала» Андре Сантос! Как такое возможно?!! 🔗 https://t.me/GONDURASA/2097",го сельшо,
"GONDURASA https://t.me/GONDURASA/2097    Так, старт РПЛ, конечно, круто, но есть новость, которая всё это запросто перекроет!😳  Сегодня в чемпионате Брянской области за команду «Сокол» Сельцо сыграл бывший игрок сборной Бразилии и лондонского «Арсенала» Андре Сантос! Как такое возможно?!!",го сельшо,
"Могло быть 4-0, 5-0, но потом могли и пропустить.  Сильный вызов в первом туре. Сейчас важно, что по заменам.",,
"Match_TV https://t.me/Match_TV/94170    🎙 ОВЕЧКИН В ЭФИРЕ МАТЧ ТВ! Готовность к Матчу года – 100%  Саша пообещал Лукашову и Гаджиевой, что будут играть по полной. Даже в выходной межсезонья. Всё ради болельщиков 😍  Звезды НХЛ и КХЛ уже на льду: https://matchtv.ru/on-air",[ч 6 1,"Александр Овечкин у нас в эфире. Александр, вы уже обратили внимание, сколько людей на трибунаха? Жертв именно с вашей фамилией. Да, я думаю, что мы сделали прекрасный братинг для болельщиков. Для нас это огромная честность выступать дома, в Москве, в России. Болельщикам нравится, все получают удовольствие, делаем благое дело, поэтому... Саша, как составы? Как оценишь сегодня комплектование и той, и другой команды? Менеджеры сработали шикарно. И КХЛ, МНХЛ лучшие игроки, поэтому будем получать удовольствие от игры. Что было в развивалке? Вы будете играть сегодня на полную силу, по-настоящему? Конечно, по полной. Будем вступать, будем страдать всей силой. Саша, как тебя заставить? Мета, жара, выходной, межпризоне. А сейчас придется играть по полной, получается? Это мы сделали специально для болельщиков, для людей, которые любят хоккей. Поэтому будем делать все возможное, чтобы им понравилось. Спасибо. Спасибо вам большое, желаю вам удачи."
"очень заботливо команды подошли к параллельным матчам.   Ростов и ЦСКА затащили друг друга в тактическую тяни-толкайку. кстати, когда друг против друга выходят сильные тренеры, именно в такой режим матчи часто и проваливаются. но тоже интересно, кто же кого.   зато можно спокойно отвлекаться на Динамо. там мы видим редкую картину: Факел рассыпался. я так слёту и не вспомню, когда они пропускали три за тайм. интересный поворот: удаление Фомина. Факел же против Динамо однажды вернулся в игру с 1:3.  а вообще, для стартового тура очень даже ничего футбол. не знаю, как вы, я с удовольствием смотрю.",( дин 6 о окл о 09:1 8 премы прямой эфир с n : i :,
"К разговорам о тренерских психозах/эскападах. В большинстве случаев это вопрос ракурса.  Вот сошлись Георгич и Геннадич. Карпин в гневе из-за того, что Карасев не свистнул после падения Ланговича. Но смотрим повтор… А Гайич вообще не фолил. Лангович оперся, искал, где присесть, да завалился сам.  Да, мелочь, краска игры. Но вот так - на ровном месте - и заводятся тренеры/игроки/команды.   @shhhnyakin",х,"Карпин и Валерий Гербич. Я так понимаю, что Карпин в той же самой ситуации с Ланговичем еще раз проговаривает арбитры. Здесь Лангович отбирает мяч, ставит корпус гайкю и дальше садится на газон."
Хорошо пошла),м споксор - втб * ве ми? российская з :о ! 1 тайм | 30:00 59 лепский 3' 13 нгамалё 21' 91 гладышев 28' о трожка дukcu - rте,
Я с неожиданным вопросом - а где отложенная вторая желтая Квеквескири?,,
"Жалко, что Факел не подъехал🤷‍♂️",,
а кто-нибудь понял зимний дресс-код Сенхаджи?,м премьер прямой эфир . 809\,
"Приятно, что «Динамо» не забывает своих легенд",mu премьер прямой эфир,
"Ну что, будет тяжко. Марков, Ильин - вперед в борьбу против экспериментальной линии обороны.   Надо забивать и забивать много.",,
"https://t.me/sportrian/43999 Не новость, но буду продолжать болеть за Пракатень!!! Вперед, Узбекистан!!!  П РИА Новости Спорт ❗️Российский серебряный призер Олимпиады сменила спортивное гражданство  МОК утвердил смену гражданства, теперь Анна Пракатень будет представлять Узбекистан. Для спортсменки это уже второй переход, ранее она выступала за Белоруссию.  #олимпиада Подписаться на @sportrian 🔗 https://t.me/sportrian/43999",trunnes 99 rs,
Свежего Хлебушка вам в ленту 🍞,"ма: прямой эфир зап вос 5 15: 1 4 2\"" [яч ! ~ 1 ayfie « cu зашем tice * за frendfl w w","Вез шайбу через сует Фитак Толчинский, Мега увидит на этом этапе. Шайбу на красной линии потеряли. Поторит! А-а-а-а-а-а-а-а-а-а-а! Стоп! Знаете как выжимает, да? Шайбу поднимает. И бросит так мощней. Она сильно пошла. Она очень сильно пошла. Он не попал, он просто не попал. И... Это даже было видно, что она над блином дорожкой-то прошла. Тут знаешь, еще такой план,"
Открываем новый сезон РПЛ! Вот так теперь выглядит приз лучшему игроку матча) 🍻 Как вам? И кто его получит сегодня?,зат . балтика з безалкогольное игрок матча уско сезон 2024/25,
"Всех с началом нового сезона! Хотя как будто и не было перерыва) Ну ладно, поехали! Пусть будет так же интересно как в прошлом  сезоне! ⚽️⚽️⚽️",03 tronn во boom gionic,
"У меня для вас пара новшеств в дни матчей Динамо. Первое - разгонять игру будем с помощью соперников! Без них же невозможно играть. Смотрите видео от одного из лучших региональных комментаторов, работающих на Матч ТВ, - это Влад Будлянский из Воронежа.   Вот его канал, на который всячески рекомендую подписаться.   А, если досмотрите видео до конца, то узнаете, какую эксклюзивную футболку можете выиграть. Что нужно сделать? В комментариях к этому посту угадать счет и авторов голов матча Динамо-Факел. Кто будет быстрее других и ближе к истине, тот и победит.",,
"Ломаев забыл, что ему руками можно играть?😏",w премеер газие че,
КАЙФ 😍🔥🔥,,И еще! Все прекрасно! Красавчики! Серебристовые кружи и моряки!
Сразу три вратаря в запасе у «Динамо»!,. медиа 5 обзор статистика запасные составы 31 вр 1 3? виталий гудиев игорь лещук 76 вр 13 3щ игорь калинин илья купцов 47 вр 88 зщ владислав мастерной андрей кудравец 7 зщ дмитрий скопинцев 4 3щ макс дзиов 77 пз 41 13 лука багателия егор назаренко 11 п з 21 пз даниил лесовой михаил щетинин 34 пз дилан уэсли мертенс 6 ns лука гагнидзе 23 пз 88 пз вячеслав якимов виктор окишор 50 пз 64 пз александр кутицкий андрей ивлев 20 н 8 п з вячеслав грулёв абдула багамаев,
Николай Голдобин в следующем сезоне будет играть фирменной клюшкой Александра Овечкина.,"гор/ 98 322 pla v viu 4 , у 5",
"Представляете, кто-то после Краснодара уехал в глушь, подальше от интернета. И вылез сейчас.   Думаю, удивился бы сильно стартовому составу.  П ФК «Динамо» Москва Состав бело-голубых на первую игру сезона ⚡️  🔹 В воротах — Лунёв 🔹 Лепский и Майсторович — пара центральных защитников 🔹 Нгамалё и Гладышев выйдут на флангах атаки  Фернандес, Чавес и Макаров пропускают игру по решению медицинского штаба.   @fcdynamo 🔗 https://t.me/fcdynamo/24485",тенеральный спонсор фк «динамо-москва» втб betboom {стартовыйсостав $ тюкавин нгамалё бителло гладышев ф фомин лаксальт даса ( бессмертный майсторович лепский лунёв запасные 31 лещук / 47 кудравец / 76 купцов / 7 скопинцев 11 лесовой / 20 грулёв / 34 гагнидзе / 41 назаренко 50 кутицкий в 8 окишор,
allstars_moscow https://t.me/allstars_moscow/217    Дети не отпускают Сергея Бобровского 🥰  @allstars_moscow,"и го ] хоккея почери [is bobrous 7 сектор/ 9 8 2, а friptir",СТОЙТЕ! СТОЙТЕ! Живи машина! Он самый лучший! СТОЙТЕ! СТОЙТЕ! УДАРЫ УДАРЫ УДАРЫ УДАРЫ УДАРЫ УДАРЫ УДАРЫ УДАРЫ
allstars_moscow https://t.me/allstars_moscow/216    Это было круто 🔥🔥🔥  Всем спасибо и до встречи в следующем году!❤️‍🔥  @allstars_moscow,восток 8 3 vion запад gaci 3 1 8 в «w матч гопа 2124 матч гола 2024 wum,
"круто, что в РПЛ зашла такая открытая команда. Акрон всё время играет вперёд, очень высоко. тем самым, слишком авантюрно, конечно.   если бы Акрон думал только о результате, то отошёл бы назад и вынудил Локо мучиться в позиционной атаке.   а так - дали Локо сыграть на гектарах за спинами защитников.  и проиграли, потому что кайфануть от первого матча в РПЛ оказалось для них важнее, чем терпеть и выгрызать очки. главное, не разочароваться в своим подходах. и найти баланс.",м прембер прямой эфир звук 5 1,"Ростовчан Валерия Карпина и Динамо параллельно будут идти. ЦСКА в Ростове сыграет против Ростовчан Валерия Карпина и Динамо сыграет на ВТБ-арене против Фатела. А мы еще раз смотрим с другой уже тактической камеры. Мяч забитый локомотивом. Классная передача с Орвели. Ну, так идеально получилось между ног мяч прошел. Поуэллу Витору. Ну и дальше завершение."
"усреднённые позиции игроков Зенита по первому тайму против Самары.   судя по всему, в этой конфигурации Глушенков пользуется ещё бОльшей свободой, чем бразильцы. формально он правая восьмёрка. но отходил совсем в глубину для начала атак, потом выдвигался в одну линию с Касьерой - в общем, самая обширная тепловая карта. и куда бы не шёл - везде хорош и всё получается.   а в перерыве Глушенков, можно сказать, «усадил» Артура, а запустил восьмёркой Горшкова. давно мы не видели в Зените такого разбразиливания.",58 м. 30 67 15 : 5 27 25,
"Года идут, Зенит меняет вратарей, защитников, восьмерок, вингеров, форвардов, а главный игрок всё тот же.  Важнейший трансфер этой чемпионской шестилетки. Все 6 сезонов с ним, с Барриосом. Купили за 15 млн в сезоне-18/19 - и забыли о проблемах в опорке на годы вперед.  @shhhnyakin",~,"Как раз таки, но это уже финишная прямая. Вот с чего началось-то всё. Максим Ячегов вперёд пошёл и просто угленный подкат. Барился. И углевыжденный подкат, и далеко отпущенный мяч. И Усенькин не готовится как раз потому, что это должна была быть атака крыльев. А вместо неё был забитый ворота."
"Ну что, Факел.   Факел Василенко против Динамо не сдался в первом домашнем матче после возвращения в РПЛ и сделал 3:3.   Факел уже уволенного Пятибратова испортил Динамо домашний юбилей.   Факел Ташуева в лютую московскую октябрьскую непогоду не прижимался к воротам и заслужил ничью.  В воронежский снегопад Факел Ташуева ничью скорее не заслужил, но там нарисовался пенальти.   Факел очень неудобен для Динамо и совершенно непонятен прямо сейчас.   Влад Будлянский в видео выше прогнозирует результативный матч, я чуть не поперхнулся, когда услышал.   Результативный? Против Факела Черевченко?   Игры с участием команд Черевченко гарантия обратного.   Или что-то поменялось на сборах? Или будет быстрый гол, который вскроет игру?   Что думаете?",,
"fclokomotiv https://t.me/fclokomotiv/22114    Сумасшедший старт сезона 🔥  С первой победой, красно-зелёные! 🔴🟢",1 bet boom наодном пути весво wi ряев 28' пиняев 38' батраков з 2 36' бакаев 40' эльдарушев 79' воробьёв победа,
"news_matchtv https://t.me/news_matchtv/55758    Дмитрий Губерниев: «Локомотив» и «Акрон» показали безудержный футбол, сезон РПЛ начался залихватски»   Футболисты московского «Локомотива» и тольяттинского «Акрона» показали яркую игру в стартовом матче МИР РПЛ нового сезона, считает ведущий и комментатор Матч ТВ:  «Надо было забивать победный мяч, и «Локомотив» забил, молодцы! Отчасти я рад, что проблемы прошлого сезона, которые преследовали «Локомотив» в концовке, в начале этого сезона не подоспели. Так держать, поздравляю «Локомотив» с первой победой! «Акрон» – очень непростой, неуступчивый новичок РПЛ, тоже молодцы. Но победа «Локомотива» вполне закономерна.  Был такой безудержный футбол, который нравится болельщикам, но не всегда нравится специалистам. В любом случае залихватски начался сезон РПЛ, с чем всех и поздравляю!».  @news_matchtv  📷 Владимир Астапкович/РИА Новости",`,
Воробьёв эфир шатал 📺😂,м премьер прямой эфир звук 5 1,но так идеально получилось между ног мяч прошел полу витов
"Ну что ж, может победа и не была простой, но кто судит победителей?!  Парни❤️💚",мир рпл 1- й тур манче : ч и 11 ненах 7л 2 с пиняев 28' батраков 38' бакаев 36' воробьёв 79' эльдарушев 40' локомотив 3:2 акрон,
hockey_match https://t.me/hockey_match/21440    Голдобин > Макдэвида.   @hockey_match,"мач о goldobin , т","Николай Голубин, который забил обладателю кубка Стэнли. С ума сойти, честно. Значит, ты круче, чем Макдэвид? Получается, Макдэвид забить не может, а я могу. Вот подумайте, задумайтесь."
"Смотрите Локомотив-Акрон?   Видимо, смотрите, раз так неактивно пишете прогнозы в комментариях к предыдущему посту 👆  Давайте, прикольная футболка в розыгрыше.   Что касается первой игры сезона, то там два ближайших соперника Динамо играют друг с другом. В обороне проблемы с обеих сторон.",,
Отлично начал сезон в фэнтези! Можно заканчивать,расстановка списком лантрат... морозов хлусевич лепский дуглас глушенк... роналдо бонгонда вера тюкавин заболот. зайнивов нп безруков пз магкеев зщ ханкич вр замены в этом туре недоступны,
"Вендел в Самару в итоге прилетел. Инфа про уже подписанный контракт с Галатасараем - утка. А вот Клаудиньо с командой нет. Говорят, небольшая травма. Но кто удивится, если лечить ее Клаудиньо будет уже в Бразилии?",,
"хватит хейтить, лучше оцените, как Генич отлично прокачался на Еаро!",премьер прямой эфир акр о локо betboom winline wirine ве t boom wi win ~ bet boom winline om ine winline шук 1,"И, безусловно, концерт болельщика локомотива L-ONE. Многие были там. А почему ты говоришь L-ONE? А как надо? L-ONE? Ну смягчил. Ты же говоришь как? Ямаль или Ямал? Только Ямаль. Ну вот здесь поэтому L-ONE."
behindthegoal https://t.me/behindthegoal/3517    Немного атмосферы «Матча года» прямо со льда.,sanshow ovechnn gimp',
"Бодренькое начало в фэнтези и прогнозах:) Воробьев - голевая, Батраков - гол (этот пик вообще главный в сезоне). А верх в Черкизово зашел уже в первом тайме.  РПЛ - ❤️  @shhhnyakin",! winline победа химок 2. 25 тотал больше 2.5 173 победа зенита и тб 2.5 250 победа динамо и 03 350 ничья 360 обе забьют 164 ско обе забьют и тб 2.5 199 паринн не проиграет и тм 3.5 183 ничья 3. 25 ! локомотив угловые ф t-1.51 1.во 2 тайм ~ 1 тайм 2.об у гол динамо в первом тайме 170 тотал больше 2.5 1.85 прогнозы 2-3 гола в матче 204 обе забьютить 2 5 199 тур рпл рубин не проиграет и тм 3.5 1. во,
hockey_match https://t.me/hockey_match/21426    Историческое хоккейное событие. Звезды НХЛ против звезд КХЛ. Эфир уже начался 🤩  Ждём только тебя: https://matchtv.ru/on-air,манч : прямой эфир j [ч: atributika « club о sece д v,
Немного атмосферы «Матча года» прямо со льда.,sanshow ovechnn gimp',
"Динамо 24/25. Вместо напутствия.   Разные чувства внутри борются. Традиционно-динамовские напоминают: следующий после медального сезон Динамо в 21-м веке уверенно проваливает. Так было с Кобелевым после 2008-го, так было с Йокановичем после Шварца вот только что. Если не упираться в сугубо медальные, то два условно приличных сезона подряд были 10 лет назад. Черчесов подхватил команду у Петреску в 2014-м и оставил на четвертом месте. На следующий год долго шли высоко, после известных весенних историй притормозили и также финишировали четвертыми.   Но тут же случился еврокубковый бан, а через год - вылет. Так что пример не очень.   По-настоящему стабильным Динамо было в 90-е. За шесть сезонов с 92-го по 97-й ниже четвертого не опускались, трижды бронзовые, однажды серебряные, Кубок и финал Кубка страны, 1/4 Кубка Кубков.    Я думаю, сейчас Динамо ближе к тому, чтобы не просто выйти на крепкий уровень середины 90-х, а превзойти его.   16 лет назад Зенит просто взял и выкупил Данни за сумасшедшие (и до сих пор сумасшедшие) 30 миллионов. Более понятные деньги заплатил за Семшова. Уже тогда клуб из Петербурга мог позволить себе многое, если не всё, по российским меркам. Но не был же он чемпионом все эти 16 лет.   И вызов бросали, и переигрывали, и обгоняли.   16 лет прошло - Динамо спокойно защищает лидеров, хотя допускаю, что Зенит готов был бы заплатить за Тюкавина похлеще, чем за Данни. Это ли не фактор, обязанный внушать оптимизм?  Да, на старте непростая ситуация с защитниками. Да, без усиления конкуренцию навязать сложно. Но усиление будет, а пока вкатиться в сезон надо играя и за себя, и за капитана-олимпийца.   Да, кажется, что этот сезон будет сложнее предыдущего, потому что предыдущий был похож на сказку. Весенний взлёт, нормальное судейство - всё не как всегда у Динамо.   Но, может быть, «как всегда» у Динамо теперь новое? И это новое - стабильная борьба за золото.    Вот и ролик-блокбастер призывает ждать будущего, а не натыкаться на болезненные примеры в прошлом.   Вы - можете. Вперед, Динамо!  П ФК «Динамо» Москва «Динамо». Новый век ⚪️🔵  На 101 год своей истории бело-голубые отправились в будущее, чтобы узнать, каким для команды станет грядущее столетие.  Наша история ещё не написана. Главное — быть одним целым, одной силой, одним движением. И всё обязательно получится.  @fcdynamo 🔗 https://t.me/fcdynamo/24475",нинтн 5 новый век,"Привет! Это Константин Тюковин. Прошло много лет, но для меня это было словно вчера. Наступил новый век, и мы еще не знали, что нас ждет впереди. Фантастика, наконец, ставшая реальностью. Но как и в далеком 24-м, все было в наших руках. Мы падали, но поднимались и давали бой, даже когда все было против нас. Футбол... футбол никогда не меняет. Мы знали, наша вера слезала. И судьба, в конце концов, нас в этом благодарила. Прожив долгую спортивную жизнь, я понял, что стала секретом нашего успеха. Однажды мы просто поверили, что можем все изменить. Потому что были вместе, были одной командой, одной силой, одним движением. Это первый год нового века, и мы знаем, все в наших руках."
hockey_match https://t.me/hockey_match/21428    Знарок не завершал карьеру тренера. Он еще поработает. Ждём 💪🏻💪🏻  @hockey_match,[ягч amazinow w . lunton,"Могу не спросить, есть ли шанс вас увидеть в ближайшем или в скором или в каком-то будущем, все-таки снова на паспорт тренер? Ну, наверное, я не закрыл еще эту дверь. Наверное, да. Хотелось бы еще поработать. Спасибо, удачи. Будем сегодня следить за вами. Спасибо огромное."
Here we go!!! 🎙⚽️,1998 э,
"тренды чемпионата Европы подхватываются в Екатеринбурге.   16-летний Марк Воронов, воспитанник академии Урала, отдаёт голевую передачу в дебютном матче за команду.   кстати, Воронов на 3 месяца младше того, о ком мы все подумали.  кстати, Бегич чуть не исполнил Лукаку.",м премьер прямой эфир,"Еще раз смотрим. Вот проход Воронова. Ушел от соперника и вовремя передачу сделал. Ну а там Бегич, который последние минуты играет нападающего. Все сработало. Взамен Евгений Аверьянова повлияли напрямую на результат. Бегич, помните, скидывал мяч. Так Урал заработал пенальчик. Мяч попал в руку Угарченко."
Мой любимый игрок в РПЛ.,игрок 5 алекса джурасович полузащитник 23.12.2002 г. сербия 188 см. 75 кг. чёсе,
"Программное и важное интервью Марцела с намеками для многих.   Самые важные слова на мой взгляд эти:  Резервисты должны давить на тех, кто выходит в стартовом составе, не давать им успокоиться, тогда будет прогресс. В этом плане в «Динамо» нам чуть-чуть сейчас тяжеловато — всего 15 игроков уровня борьбы за медали. Плюс молодежь. А уже скоро играем с «Факелом». Трое опытных ушли (Шунин, Паршивлюк, Смолов. — Прим. «СЭ»), четыре игрока — на Кубке Америки или отдыхают после него. Бальбуэна еще и на Олимпиаду поедет. Пока все сыграют, отдохнут, вернутся, наберут форму — у меня только под конец августа будет укомплектован состав. Но наша задача —в имеющихся условиях выжимать максимум. С другой стороны, это хороший шанс для ребят, у которых в минувшем сезоне не было игрового времени. Будет отличная возможность показать, что они заслуживают большего. Потому что если они в таких условиях сниженной конкуренции ничего не покажут, то, я думаю, им лучше уйти. Нужна ротация двух-трех игроков перед каждым сезоном, свежая кровь. А то некоторые футболисты привыкают, что все нормально, даже если сидят в запасе, у них пропадает чувство голода. Попадают в зону комфорта и не хотят из нее выходить. Я хочу эту зону комфорта убрать.  П «Год назад в чемпионство в «Динамо» не верил никто, весной убедились — все реально». Личка — о борьбе за золото, новичках и новом сезоне Интервью с главным тренером бело-голубых Марцелом Личкой. 🔗 https://m.sport-express.ru/football/rfpl/reviews/marcel-lichka-intervyu-glavnogo-trenera-dinamo-o-borbe-za-zoloto-transferah-shunine-tyukavine-i-novom-sezone-rpl-2234605/",спорт- экспресс,
"Опубликован опрос ❓А за кого Вы болеете в РПЛ? Это никак не повлияет на контент канала:) Но перед стартом сезона стало интересно, кто в подписчиках у меня… ✔ Спартак ✔ Зенит ✔ ЦСКА ✔ Краснодар ✔ Локомотив ✔ Динамо ✔ Ростов ✔ Рубин ✔ Крылья ✔ другой клуб",,
