doc_text,image2text,speech2text
https://t.me/beliy_parohod_fond  П Белый Пароход Фонд поддержки творчески одаренных детей «Белый Пароход» 🔗 https://t.me/beliy_parohod_fond,«альт,
"elenalande_chef https://t.me/elenalande_chef/1118    ❤️ Встречайте, новый друг нашей кулинарной рубрики:  Андрей Атлас, стендап-комик ТНТ, юморист.  🔗 t.me/atlastandup  🍃 Подписывайтесь на Андрея и передавайте от нас привет!",aas 00#1 871 328 8 19,
"https://youtu.be/yp2F7wqUgFs?si=ZeMFkFBOQIOpUy3U  П Алина Ланина: Как построить гармоничные отношения с собой, с богом и миром вокруг? Привет, я - Алёна Гера! Автор трёх кулинарных книг, концепт-шеф двух кафе и онлайн-кондитерской без глютена и рафинированного сахара. Мой путь вдохновляет людей на изменения в рационе, внедрение новых пищевых и эстетических привычек, которые делают жизнь лучше. Гости этого подкаста – интересные люди, которые меня вдохновляют! Разговор с Алиной Ланиной получится очень глубоким. Мы обсудили серьезные философские вопросы. Алина поделилась своим отношением к религии. В ее понимании, мы выстраиваем отношения с Богом и всем окружающим миром.   Алина рассказала, какое значение для нее имеет строительство дома. Как много нужно вложиться эмоционально, чтобы свить свое гнездышко. Зато потом дом, созданный женщиной, становится настоящим местом силы. Дом - постоянный источник жизненной энергии.    Поделитесь в комментариях: согласны с Алиной и ее взглядом на жизнь?   Подписывайтесь на мой телергам канал, здесь про осознанность в жизни и о здоровой еде https://t.me/sexy_and_healthy  Все-все о моих проектах по ссылке: https://alenagera.ru/links  Титры и плашки : 04:45 титр ведущей Алена Гера концепт шеф, основательница кафе деликатного питания, автор кулинарных книг, многодетная мама   01:25 титр гостя: Алина Ланина – актриса театра и кино 00:54 мои проекты  14:22 заставка подкаста с Оксаной Халваши  31:40 телеграм обеих девушек  51:52 фильм “Защитники” https://www.kinopoisk.ru/film/841813/   52:08 фильм “Первые” https://www.kinopoisk.ru/film/935794/  53:18 фильм “Любовники” https://www.kinopoisk.ru/film/4639557/  54:06 Формула преступления https://www.kinopoisk.ru/series/1203028/  54:14 Саша Таня https://www.kinopoisk.ru/series/630232/  13:35, 50:29, 01:07:13, 01:11:42 подписка   Тайминг 00:51 О красоте  04:00 Считаешь ли ты себя strong woman?  08:24 Как ты умеешь дружить? 11:07 Почему ты хорошая мама?  15:55 Что дало религиозное воспитание в детстве для дальнейшей жизни?  24:53 Про день рождения в бомбоубежище  29:16 Почему для дочери выбрала имя Надежда? 30:56 Почему личная жизнь в секрете? 39:00 Что считаешь важным передать своим детям?  42:20 Про отношения с новым домом 51:06 Про карьеру  01:05:00 Твоя роль мечты?  01:07:12 Как актерский опыт помогает в жизни?  01:10:17 Что для тебя значит быть честной с самой собой?    #alilanina #alena_new_era #подкаст 🔗 https://youtu.be/yp2F7wqUgFs?si=ZeMFkFBOQIOpUy3U","алина ланина отношения с собой, с домом, с богом",
"Осторожнее на водоёмах!  Полностью история в моём телеграм канале, выпуск с Гурамом — в сообществе в ВК",подписывайтесь в telegram https://t.me /azabnaza& 4,"Холодно было, волны были большие. И я с младшей дочкой. Ей там 10 лет. Мы просто подходим к этим волнам, и они просто бьют вот так. Понял? Просто бьют волны. И я так сам увлекся, в какой-то момент, что я начал просто на эти волны вот так прыгать. И я ее еще, главное, ловлю. В какой-то момент я понимаю, что я не достаю дна. Просто волна уходит, и я такой, блядьте, где дно, я не могу. И сразу паник. А до берега метр четыре. И получилось, что мы просто вот берег, и именно вот мы там, где такая яма. И мы вот вдвоем в этой яме. У всех на глазах, в трех метрах, на берегу я просто болтыхаюсь, как просто щегол какой. Она начинает так тоже болтыхаться. Я за нее ее пытаюсь вышвырнуть туда. Саишь на меня и... Это со стороны выглядит, потому что рядом люди, ну, где-то вот так вот. И они вот просто... И я так потом, когда я вот так выбрался, вот так... Вот так, знаешь, не скрывая вот этот вот, ну... Ты только что спас себя. Только что я спас себя. И, ну, а Листанка такая... Баба, вот это да! Ну, я это за прикол. Я не могу ей показать, что я пиздец как обосрался. И я так... И это да."
"bedarev_channel https://t.me/bedarev_channel/269    Как оценить  интервью Баринова?  - Тяжело, когда мы отпускаем настолько сильных футболистов, так еще и в российские клубы. Для меня это непонятно. Сейчас в плане состава мы, к сожалению, движемся в обратном направлении от чемпионства. У «Локомотива» совсем не чемпионский состав. — Каким видишь ближайшее будущее «Локомотива»? Многие считают, что из топ-клуба «Локо» превращается середняк. — Мне пока тяжело об этом судить. Но что точно знаю, сильнее игроков с русским паспортом, чем Глушенков, Миранчук и Жемалетдинов — в РПЛ просто нет. За счет индивидуальных качеств они способны перевернуть исход любого матча. И так легко с ними расставаться… Тяжело осознавать, что придется играть без таких партнеров, - Дмитрий Баринов для ""Спорт24"" ﻿ Это значит, что Бара уже одной ногой не в клубе? Все же это очень мощная критика решений руководства. Это сжигание мостов? Или это пока мина, но с уже подожженым шнуром? Или это интервью воспитанника и лидера по духу из серии ""есть мнение, не могу молчать""? Скоро узнаем.  Локомотив летом мощно генерирует новостные поводы. Уход безусловного лидера прошлого сезона Глушенкова, Миранчук все же на выход, Жемалетдинов уже сыграл в форме ЦСКА, интервью легенды (да, уже так можно) Гилерме Мураду Латипову во ""Все на Матч"". https://matchtv.ru/football/rpl/matchtvvideo_NI2077499_clip_Vse_na_Match_bolshoje_intervju_Marinato_Giljerme Всего три года назад ""Локо"" выиграл Кубок и взял бронзу. Из того состава (не из 11-ти стартовых, из 23-х в заявке) сейчас в команде только Баринов и Сильянов. Я не раздаю сейчас оценки, это просто вопрос: есть ли ещё такие клубы в РПЛ? Как много болельщиков ""Локо"" хотят сейчас сказать: ""Верните мне мой 2021-й!""?  p.s. Скоро разыграем абсолютно уникальный артефакт, как раз из того сезона 2020/21, когда ""Локо"" брал последний Кубок и медали чемпионата.",о 800 87 (о »1 10 800 8 бетсити r'fron ni iv 292; дитела ветсити 12 ижний зп2,"Честно, у меня была надежда до последнего, что я остаюсь, потому что клубы прекрасно знали, какие у меня были желания. Я хотел бы еще поиграть 2 года, и так я им напрямую это сказал, и был очень открытый разговор, но, к сожалению, тогда, когда мне разговаривали, это был зимой сбор Дубай, там были разговоры нормальные, хорошие и позитивные. То есть, тебе дали надежду? Да, у меня была большая надежда."
"Отрадно, что тг-канал Васи Уткина продолжает жить. Им занимается Станислав Гридасов, гуру печатной спортивной журналистики. Помню его блистательный Proспорт. Стас был главным редактором. А набор авторов, которые писали для журнала, поражал своей звездностью и выходил далеко за рамки спорта. Гридасовский Proспорт был камертоном стиля. Этому стилю хотелось соответствовать. Тот журнал был моим вечным спутником во время долгих и не всегда захватывающих лекций на журфаке МГУ.  Многих из тех, кто писал тогда для журнала, Гридасов сейчас подтягивает на канал Василия Уткина. Когда Васи не стало, Стас - как один из ближайших друзей - взял шефство над осиротевшим телеграм-каналом. И наполнил его жизнью. Другой, конечно же (как заменишь Васю?), но все-таки жизнью.  Сейчас Стас занимается редактурой канала вместе Сашей Муйжнеком, берущим на себя значительную часть нагрузки. Сегодня вот вышел блестящий текст Романа Трушечкина. Рома был частью той мощной команды проспортовских авторов. Сегодня он, как и много лет назад, сдал тест главреду Гридасову. Старые редакционные механизмы снова работают и выдают качество. И да, как и вам, мне очень не хватает самого Васи, его текстов, его мнений, его иронии. Это потерю не восполнить. Но друзья Васи делают все, чтобы его канал и его дело продолжали жить.  https://t.me/QryaProDucktion/6639  П Настоящий РадиоУткин На этой неделе – развязка Евро. Мы попросили четырех комментаторов высказаться о полуфиналистах. Роман Трушечкин начинает с французов.  У Испании есть все. У Англии – не только паутинная тоска, но и Кейн с Беллингемом. Даже у голландцев кое-что имеется: план вторых таймов с Вегорстом.  Франция – сирота в этой четверке. Клошар. Сборная-карманник. Сборная уличного сброда.  Мбаппе с его сломанным носом да два автогола. Когда вы говорите, что англичане с их составом ничего не могут на этом Евро, помните, что французы могут еще меньше этих англичан. Петухи на форме подросли, а игра – курам на смех.  Что они вообще делают в полуфинале?  Дешам, баск по происхождению, признавался: для досуга между футболом и регби выберет ту игру, где пасуют поперек поля и самозабвенно борются в захватах. И, похоже, поработав в сборной с ее всегда великолепным подбором игроков двенадцать лет, Дидье перестал делать над собой усилия и теперь получает удовольствие от того, что классные футболисты играют в его любимую игру. Как в Байонне… 🔗 https://t.me/QryaProDucktion/6639",,
Вышло интервью со мной ! Получилось тепло и уютно. У вас есть возможность увидеть меня именно таким какой я в жизни,,
"Екатерина Толасова    https://youtu.be/VLjZpkoR1Ec?si=A5u356K_HsBtljMT  П НАСТОЯЩИЕ | Ренат Агзамов - о любви, бактериях и истериках в эфире С Ренатом Агзамовым мы познакомились в 2018 году. Тогда я организовала его мастер-классы «Интеллектуальный кондитер» в регионах России. Завершающим был семинар на моей малой Родине - во Владикавказе.  Осетия (ожидаемо) покорила его сердце. И когда я в этом году попросила Рената стать героем «Настоящих», он предложил снять выпуск именно в Осетии. И даже нашел для этого свободный день в своем плотном графике. О том, что было после, смотрите в выпуске. 🔗 https://youtu.be/VLjZpkoR1Ec?si=A5u356K_HsBtljMT",ф у 77~ v,
"Кто читал, как там было? #хорватия #соболев #аннаседокова #орлов",причем здесь хорватия? 90,"Аня написала в 2010 году книгу искусство соблазнения. Да, она была. В книге есть главы «Сексуальность», «Мой оргазм» и «Хорватия». Слушай, возможно, было как-то связано это. Как ты думаешь? Как там было, говоришь? Это ваша книга. Ну подожди, видимо, я была в Хорватии. Ну, главы ты-то писала. Я писала. Слушай, это сейчас серьезный разговор. Она говорит, у вас есть книга, там есть такие главы. Ты такая, как там было в этой книге? Ты помнишь свои шутки, которые ты написал в 2014 году? Да, в 2014 году. Давай, пошути. Первая моя шутка была про первый секс. Это мое первое выступление, оно похоже на первый секс. Только сейчас все хорошо, потому что вы, кажется, улыбаетесь. Тогда вообще никто не улыбался, всем было грустно. Это моя первая шутка. Потому что я ее на хуй написал. А вторая шутка, какая-то. А третья, кстати, у него шутка – Хорватия."
"community_show https://t.me/community_show/1283    Решалы? В воскресенье? Давайте сюда!🔥  31-й выпуск уже ждет вас, народ. Спасибо, что смотрите нас и ставите лайки, отдельный респект за репосты, мы продолжаем!💎  https://clck.ru/3Bjuzb  П Решалы#31 Дедищев. Амарян. Чабдаров. Винокур. СберМаркет теперь Купер. Доставка — супер! Привезем всё, что нужно, от 25 минут: https://vk.cc/cy4VJ6 Erid: 2Vtzqxm3BDa _______________________ Адекватные парни, желающие убрать лишние волосы где-либо пишите Кате по поводу депиляции: https://vk.cc/cycZsb РЕШАЛЫ - шоу, в котором Павел Дедищев, Артем.. 🔗 https://clck.ru/3Bjuzb",971 831 1 l | г . 2 palilleetet terim 1111 1 1121611 71611 11111110,
"community_show https://t.me/community_show/1283    Решалы? В воскресенье? Давайте сюда!🔥  31-й выпуск уже ждет вас, народ. Спасибо, что смотрите нас и ставите лайки, отдельный респект за репосты, мы продолжаем!💎  https://clck.ru/3Bjuzb  П Решалы#31 Дедищев. Амарян. Чабдаров. Винокур. СберМаркет теперь Купер. Доставка — супер! Привезем всё, что нужно, от 25 минут: https://vk.cc/cy4VJ6 Erid: 2Vtzqxm3BDa _______________________ Адекватные парни, желающие убрать лишние волосы где-либо пишите Кате по поводу депиляции: https://vk.cc/cycZsb РЕШАЛЫ - шоу, в котором Павел Дедищев, Артем.. 🔗 https://clck.ru/3Bjuzb",971 831 1 l | г . 2 palilleetet terim 1111 1 1121611 71611 11111110,
"!!! VLOG В СЕТИ !!! 🎥  Я это сделала 🤩  Наша туса на VK fest в Питере  уже в моем VK, решила залить чисто для своих, лайф формат)) Контент не ради просмотров, а для души ❤️  Смотрим тут",1 3 их ки «,"Вы жёсткие No повороты, no повороты Ты наконец-то на кухне Пока что суета Хорошая песня, мне нравится Очень хочется здесь пожрать И когда твоя девушка хочет, ей тень"
"честно говоря, я уже забыл, что немногочисленные матчи Дениса Давыдова за Спартак связаны с работой Мурата Якина. а тут снимал видос и освежил в памяти эту подробность.   так что у Якина остались тут персональные фанаты и профессиональные воспоминания.   полный видос тоже можете посмотреть. в процессе уже вторая часть наших комментаторских будней на Евро.    👉 ССЫЛКА!",nivings,"За кого ты болеешь на этом Евро? За Швейцария, за Якина. Почему? Потому что мой тренер, мой любимый тренер. А Якини только плохо почему-то в спартаке вспоминают. Ты помнишь, что ты хороший? Я, конечно, да. Он нас подтянул, молодых игроков, с нами много работал, поддерживал, основал, советы давал, которые потом пригодились. Ну, открывания, варшвал. Много работал, и помощник у него, Марко Атеро был, и Хоффман. Вот, очень много с нами работали. В основном на открывания, на завершение. Пример, что когда за Хубез на Хураду какие-то футболисты там бросали якоря, он молчал спокойненько, не ссюкался с ними, а мы вот пахали, и он спокойненько нас брал, ставил состав, никого не боялсь. Не было никаких громких трансферов, клубу не дали купить. И, получается, выбыл наш шанс, то слабкий, и мы туда довольно-таки много играли. Потому что швейцарцы, мне кажется, бой могут дать любой команде. Мурашки, удачи! Я болею за тебя! Какой у тебя инфафир, Нимон? Она никого не интересует. А что ты думаешь, что будет? Ну, я думаю, что будет. Я думаю, что будет. Я думаю, что будет. Я думаю, что будет. Я думаю, что будет."
Уже в сети! Бегом все смотреть!  👉🏻 сюда,,"Сегодня нам нужно доехать до Краснодара. Это 300 с чем-то... Марат, сколько 300? 330. 330 километров. Проведете экскурсию? Конечно. Офигенно! Ну мы под тебя его переделывали. Блин. Все и сделали. У Марата тоже есть свой автодом, но не такой, да? Короче, мы сейчас, прежде чем выехать, заедем к моему другу Тимуру. Он дилер. Чайный. КОНЕЦ"
ТАРО ИЛИ ОРАКУЛ ЛЕНОРМАН? 🤔🔮  Полная версия уже на моем YouTube-канале по ссылке 👉🏻 https://youtu.be/dYl1BWLmpdU  🎁 Бесплатный марафон «Оракул Ленорман за 3 секунды» 👉🏻 https://alexeygrishin.com/orakul-lenorman-3sec,,
ТАРО ИЛИ ОРАКУЛ ЛЕНОРМАН? 🤔🔮  Полная версия уже на моем YouTube-канале по ссылке 👉🏻 https://youtu.be/dYl1BWLmpdU  🎁 Бесплатный марафон «Оракул Ленорман за 3 секунды» 👉🏻 https://alexeygrishin.com/orakul-lenorman-3sec,чем таро,"Зачем Таро Атленарман кричает? Ты представьте себе женщину, у которой муж ушел из дома и не возвращается. И она обращается к Таро-консультанту и спрашивает его, где супруг? Таролог делает расклад, говорит, вы знаете, ваш муж сейчас, вот я вижу, по тройке жезлов и по тройке кубков находится в компании близких, по духу людей. Здесь еще вышла перевернутая императрица, он очень переживает из-за того, что происходит у него в доме с матерью, или возможно он видит в свою мать вас, поэтому он решил уйти в отрыв. Возможно там даже присутствует алкоголь по тройке кубков, он сублимирует свои внутренние переживания. Она такая, окей, все, я поняла. И позвонила к консультанту Поле Норман и спросила тот же самый вопрос, где мой муж? Человек, который занимается картами на Винорман, сделал расклад, говорит, так он бухает в баре с друзьями. Вот именно так отличает Линорман от Таро, Линорман более ориентирован на какие-то бытовые моменты, они более четкие, более конкретные, более в лоб."
РИТУАЛЫ НА ЛИЧНОЙ СИЛЕ 🔮✨ КАК НЕ СЛУЖИТЬ ТРЕТЬИМ СИЛАМ? 🔮🤔  Ссылка на секретный эфир 👉🏻 https://youtu.be/HMc8hyrGgJ4,"да, на этом эфире я еще свино-жаба , но он невероятно полезный как прокачать свою «личную «илу ?",мои волшебные всем привет я понимаю что вам как и мне непривычно смотреть запись старых эфиров где я с таким мягко скажем квадратным гнездовым лицом но для меня важно чтобы мой ютуб канал которым я сейчас активно занимаюсь и который я активно разбиваю чтоб он содержал в тебе мои самые главные важные эзотерические эфиры в том числе эфир про то как раскачивать развивать личную силу потому что только на основе личной силы можно делать экологичные ритуалы без зазыва духов демонов бесятины и каких то третьих сил поэтому жду вас из архива выгрузил на ютуб канал эфир про то как увеличить личную силу вот по этой ссылке
В этом выпуске Страхов по одной моей подруге на квадратный метр! Вау!   СТРАХИ: https://youtu.be/wo7JXyt9qYY?si=Lnd1ungoXIN346vb,,психологовским запросам пошла мы же все умрем реестр от отношений встречается столько было хотел бы еще такого ребенка я и сама тупая чуть ли не весело но лучше до шестидесяти как то умереть видимо и одной прекрасной истории про роды я не слышала оставь свои доллары себе
"Когда утро начинается не с кофе, а с вопроса, от которого я взрываюсь к х🤬 собачим!🤣👌🏻  Мои Волшебные и неравнодушные, искренне рекомендую вам прочитать каждое мое слово на скринах👆🏻  Я уже, наверное, в миллиардный раз убеждаюсь, как все «синхронично» 👉🏻 посмотрите, пожалуйста, запись моего эфира про ЛИЧНУЮ СИЛУ и перестаньте все демонизировать 👉🏻 https://youtu.be/HMc8hyrGgJ4","часть 2. комментарии направить вас и сфокусировать на конкретной задаче, и он уже оплачен 3) если подумать головой, не пой, то вы 3 1) купили ингредиенты для ритуала 3.2) потратили свое время (невосполнимый ресурс) и сильги внимание на проведение ритуала. вы уже дали энергию. так о какой «плате» идет речь? вы же когда идете в спортзал, пыхтите там и бежите, чтобы похудеть, вы себе вопросы по «расплату» не задаете же? вы же уже абонемент оплатили и на тренировки вспотели 300 раз)) или, например, вы сажаете редис и, вырастив его, сами у себя его же не покупаете?)) ну должна же быть хоть какая-то логика, в конце концов!) перестаньте, пожалуйста, все ритуалы записывать в какое-то чернушное мракобесие (ярым противником которого я являюсь) и лучше посмотрите мой бесплатный эфир про личную силу на моем youtube-канале по ссылке в шапке профиля в миллиардный раз убеждаюсь, что все «синхронично» посмотрите, пожалуйста, запись моего эфира про личную силу на youtube и перестаньте все демонизировать",
"Доброе утро! Посмотрите, пожалуйста. Оставьте коммент и лайк. И вот это вот всё.   https://youtu.be/wo7JXyt9qYY?si=Lnd1ungoXIN346vb  П Саша Муратова, Лиза Аранова | подкаст «Страхи» #17 Смотри фильмы и сериалы без рекламы и доплат в онлайн-кинотеатре viju! А по моему промокоду ARANOVA получи первые 3 месяца всего за 99 рублей: https://clck.ru/3BiWvX  Т-Банк. Он такой один — https://l.tbank.ru/aranovajul Реклама. АО ""Тинькофф Банк"", ИНН 7710140679, лицензия ЦБ РФ № 2673; erid: LjN8KWYHE  USmall — брендовая одежда, большой выбор кроссовок на каждый день и товары для здоровья напрямую из магазинов Америки: https://usmall.ru/aq/aranova060724 Промокод ARANOVA даст скидку на все категории товаров: –25% до 12.07.2024 –20% до 04.08.2024  КОНЦЕРТЫ  Билеты на концерты Лизы: https://lizavarvara.com/  Подкаст про страхи. Возможно, в вас что-то попадет и вам станет легче оттого, что больше не придется бояться этого одному. В гостях Саша Муратова  ТЕЛЕГРАМ: Лиза - https://t.me/lizavarvara Саша - https://t.me/sasha_iz_elektrostali  По вопросам рекламы: reklama@lizavarvara.com  00:00 Вижу ты теперь эстет 00:31 Страх, что нет страхов 01:04 Страх стоматологов 04:45 Почему Лиза боится врачей 06:15 Как Саше лечили зуб 08:51 Карина рассказывает маме про болезни Лизы 09:44 Боязнь потерять деньги 10:41 Как Саша решилась на покупку квартиры 12:41 Как детство повлияло на отношение к деньгам 14:31 Как Лиза забыла все доллары 15:38 Лиза, Карина и Оля выживали в Дубаи 18:40 Сколько нужно накопить на старость 21:55 Боязнь старости 25:01 Саша ненавидит съемки 26:40 Почему Саша выступала с иконой 31:25 Отношение к похоронам 34:40 Плюсы веры 35:38 Зачем нужно прощеное воскресенье  36:10 Почему Лиза положительно относится к вере 37:25 Красивые церкви 38:02 Как Саша ходила в церковь перед съемками 39:26 Боязнь родить тупого 41:12 Что значит «тупой» в понимании Саши 47:37 Лиза про семью авантюристов 49:12 Саша про страх сбить человека 50:09 Как Саша уснула за рулем 51:30 Страшно рожать 53:40 Страх материнства 55:21 Старость в одиночестве 58:18 Боится ли Саша отношений 01:02:51 Почему пугают отношения 01:04:13 Есть ли позитивный результат у отношений 01:07:05 Есть ли любовь с первого взгляда 01:12:17 Тревога помогает в творчестве? 01:16:00 Как люди приходят к несчастным отношениям 01:17:40 Всем спасибо 🔗 https://youtu.be/wo7JXyt9qYY?si=Lnd1ungoXIN346vb",страхи,
"Я уже рассказывала вам про свою замечательную немецкую кондитерскую книгу 1936 года, когда делилась рецептом “Саксонского штоллена”.  В этой книге был интересный вкладыш, а именно схема шоколадной скульптуры 2D – слоны и пальмы с кокосами.  А мои студенты Института Гастрономии, Борис Десятов и Артем Доступов, обожают эксперименты и работу с шоколадом. Поэтому я предложила им придумать тематический торт и воссоздать эту скульптуру, как украшение. Ребята оцифровали картинку, уменьшили ее, чтобы она не раздавила десерт под своим весом, и приготовили настоящий шедевр!  Обязательно к просмотру, ребята творят чудеса. Лайки и комментарии на YouTube приветствуются 🙏🏻  https://youtu.be/adEmr5zUn0Q?si=_XUUkMO-wikkOPH4",,
"Я уже рассказывала вам про свою замечательную немецкую кондитерскую книгу 1936 года, когда делилась рецептом “Саксонского штоллена”.  В этой книге был интересный вкладыш, а именно схема шоколадной скульптуры 2D – слоны и пальмы с кокосами.  А мои студенты Института Гастрономии, Борис Десятов и Артем Доступов, обожают эксперименты и работу с шоколадом. Поэтому я предложила им придумать тематический торт и воссоздать эту скульптуру, как украшение. Ребята оцифровали картинку, уменьшили ее, чтобы она не раздавила десерт под своим весом, и приготовили настоящий шедевр!  Обязательно к просмотру, ребята творят чудеса. Лайки и комментарии на YouTube приветствуются 🙏🏻  https://youtu.be/adEmr5zUn0Q?si=_XUUkMO-wikkOPH4","ve w gastronomy institute \"" торт \""caоны в африке\",
"community_show https://t.me/community_show/1272    С пятницей! Мы тут как тут с новыми весёлыми словечками, которые были когда-то в обиходе, да куда-то исчезли. В студии - Виктория Складчикова, Кирилл Мазур, Никита Никитин и Алексей Шальнов. Ведущий шоу - Павел Дедищев.   Наслаждайтесь!  https://clck.ru/3Bhqc6  П БЫЛОСЛОВО. ТРИДЦАТЬ ВОСЬМОЕ. Складчикова. Шальнов. Мазур. Никитин. С МТС Travel можно путешествовать чаще! Бронируйте отель, получайте кэшбек 20%, а с подпиской МТС Premium целых 25% без ограничений по сумме и используйте его для следующих поездок. А по промокоду СЛОВО24 получайте скидку 20% на первое бронирование отеля на МТС Travel: https://vk.cc/cxWTCn  erid:.. 🔗 https://clck.ru/3Bhqc6",09 . ] э мазур шальнов складчикова никитин,
Опубликован комментарий к записи: https://vk.com/wall-161938332_7545  Вторая часть мемов в моем телеграм-канале: https://t.me/sobolevtelegram/5823,,
"ГДЕ ВЫ ВСТРЕТИТЕ ОТНОШЕНИЯ СВОЕЙ МЕЧТЫ?   Мои Волшебные ✨    Публикую расшифровку долгожданного расклада 🔥   1️⃣ карта - «Ключ» 🔑 Это всегда закрытые вечеринки, какое-то закрытое помещение, как правило, относящееся к статусу/карьере, то есть, это может быть работа, банк, закрытое сообщество, собрание единомышленников. Главное, заходите только в правильные двери и на правильные вечеринки 🤣   2️⃣ карта - «Букет» 💐 Это фуршеты, мероприятия, выставки, медийная сфера, салоны красоты, барбершопы. Нужно чаще выходить в люди!   3️⃣ карта - «Клевер» 🍀 Природа, спа, короткое путешествие, к примеру, в соседний город.   Чтобы сбылось, ставим реакции и регистрируемся на бесплатный марафон «Ленорман за 3 секунды», который стартует уже 20 июля! 🫶  Зарегистрироваться можно по этой ссылке: https://alexeygrishin.com/orakul-lenorman-3sec",;,"кто выбрал карту под номером один, где вы обретёте отношение к своей мечте. И падает карта «Ключ». Ключ – это всегда какая-то закрытая история. Ключ... А что это за реакция? У меня сразу ассоциация с закрытыми вечеринками. Мы заходим только в правильные двери и только на правильные вечеринки. Ключ в «Оракуле» Ленорман обозначает какое-то закрытое помещение, как правило, относящееся к статусу, карьере. Поэтому вы можете встретить отношение своей мечты на работе или в банке, или в какой-либо государственной структуре. Либо в каком-то закрытом тематическом сообществе. Карта под номером два – это карта «Букет». Букет в «Оракуле» Ленорман – это символ праздника, фуршета, каких-то ярких светских мероприятий. То есть здесь вам нужно в прямом смысле слова быть тем люди, посещать выставки, мероприятия. То есть вот букет – это такой хохот, фуршет, какой-то светский раут, открытый кинопоказ. То есть всё, что связано с медийной историей, всё, что связано с индустрией красоты, кстати, можете в салоне красоты встретить, избранника или избранничка. В барбершопе точно встретить. В барбершопе, потому что букет – это наведение красоты. Вот флёра – вот это всё, что подходит под карту «Букет». Чаще выходить в «Блюде». И, наконец, кто выбрал карту под номером 3 – это карта «Клевер». Но вопрос где? На природе. Поездки, путешествия. Но в «Оракуле» Ленорман, забегая вперёд, если изучать базовые значения всех карт «Оракула» Ленорман, есть несколько карт про природу, про поездки. Есть карты, которые говорят про короткие поездки, а есть карты, которые говорят, на самом деле, про какие-то долгосрочные путешествия, либо поездки на дальние расстоящие. Вот «Клевер» – это что-то короткое, эпизодическое. Это небольшое путешествие в пригород, в какую-то зону отдыха, спа, путешествие в соседний город, либо путешествие на какой-то короткий период. Вы реально можете на природе, на прогулке встретить избранника или избранницу."
"А врубайте стрим Евродома. Уже порубились в рукоблудотеннисофутбол:) Рубимся в мафию. И впереди стримовое обсуждение матчей Евро:  https://www.youtube.com/live/HoOqJz3iK7E?si=emTK7NLarYX1p9V3  П ЕВРОДОМ | День 18 | Снова Ураган? | Испания-Германия, Португалия-Франция Спустя 2 года мы снова освобождаем свои графики и устраиваем себе отпуск в “Евродоме” ради главного события этого лета - Чемпионата Европы по футболу! Сегодня поиграем в мафию и вместе с вами посмотрим все матчи дня!  Наш сегодняшний состав: Дмитрий Позов, Роман Косицын, Алексей Сапрыкин, Алексей Стахович, Айдар Гараев, Дмитрий Шнякин   Донаты здесь - https://www.donationalerts.com/r/ploshadka_football  Фэнтези Лига Площадки - https://www.sports.ru/fantasy/football/european-championship/invite/48146b50b4ac39647312b34b7d1c1d57/  Следи за подробностями и расписанием нашего проекта в нашем Telegram-канале - https://t.me/ploschadka_football 🔗 https://www.youtube.com/live/HoOqJz3iK7E?si=emTK7NLarYX1p9V3",евродатом первая 1/4,
