doc_text,image2text,speech2text
"❗️ Губерниев для Матч ТВ – о решении WADA не наказывать китайских пловцов за допинг: «К Китаю и США одно отношение, а к нам немножко другое»    Ранее стало известно, что в пробах 23 китайских пловцов перед Олимпиадой‑2020 в Токио был обнаружен триметазидин. Антидопинговое агентство США призвало пересмотреть деятельность WADA из‑за этой ситуации.   «Американцы абсолютно правы. WADA что, пляшет под китайскую дудку и ориентировано на китайские деньги? Как говорится, кому война, а кому мать родна. Это лишний раз говорит о том, как важно быть по‑настоящему великой страной.   Китай, США – к ним одно отношение, а к нам – немножко другое. Надо по‑прежнему заниматься родиной, Россией, поднимать эконо",,
"Срок оформления шенгенских виз увеличился до 60 дней  Такое заявление сделали в Российском союзе туриндустрии (РСТ). Готовиться к получению шенгена нужно теперь сильно заранее — лучше закладывать два месяца, чтобы точно успеть получить визу.  неприятно",7s schergs cowis,
"Экс-кандидат в депутаты Тверской гордумы Евгений Никольский признался на своей странице в социальных сетях, что убил свою жену. У пары осталась 11-месячная дочь.   Мужчина на почве ревности ударил супругу ножом в шею и сразу же признался в убийстве на своей странице в ВК.  Может и у нас теперь примут закон о домашнем насилии, потому что подобных случаев становится все больше и больше. И они должны подвергаться огласки, женщины не должны бояться обращаться за помощью.","евгений никольский сегодня в 9:39 да, я это сделал. не собираюсь отпираться и понесу необходимое наказание. с гордо поднятой головой, потому что всё сделал правильно. когда человек, которому годами отдаёшь всю душу без остатка, предаёт - это не должно оставаться безнаказанным. плевать, что будет со мной - но лживая тварь получила по заслугам, и пусть такая же судьба постигнет всех ей подобных. обращаюсь ко всем с единственной просьбой - сберегите дочку... она - мой последний стимул жить.",
"Новости пришли из Казани! 53-летняя женщина вышла замуж за своего приёмного 22-летнего сына. И если случай, который мы обсуждали недавно признан клиническим, людям поставили реальный диагноз, то тут просто сюр какой-то.   По данным из сети, женщина воспитывала парня с 14 лет. Удивительно, как часто стали встречаться подобные ситуации и как страшно становится от того, люди совершенно теряют горизонты дозволенного. Похоже, животные инстинкты берут вверх.   Что-нибудь слышали об этом?",мать вышла замуж за сына,
"podsmotrelanisimov https://t.me/podsmotrelanisimov/4932    👆🏼Выглядит очень опасно, на самом деле. Помните, как недавно рухнул мост в Смоленской области? Тогда погибла женщина, которая ехала за ребенком в садик. Там тоже тянули с ремонтом. Давайте лучше работать сразу, чтобы не было трагедии. Надеюсь, что губернатор Андрей Воробьев обратит внимание ⚡️",,
"Доброе утро, мои хорошие ❤️ Перед сном увидела видео с запуска тяжелой ракеты «Ангара-А5». Как вы думаете, что было потом?) Правильно) я не смогла уснуть, надо же было изучить, интересно стало😁   Все ракеты этого типа раньше взлетали с космодрома Плесецк, а в этот раз с нашего космодрома Восточный. Ангара отправляет на орбиту совершенно разные космические аппараты, которые нужны для связи, спутниковой навигации, метеорологии, обороны страны. Она может поднимать тонны груза! В общем без всего этого никак в современной жизни, и успешный запуск таких ракет - это условия для нормальной жизни на многие десятилетия вперёд. Но для нас с вами еще интересно то, что в этом запуске тестируют прототип спутника для рекламы из космоса🙈 Сидишь, любуешься ночным небом и тут раз - из «звезд» сложилась реклама, ну или можно сделать оригинальное предложение руки и сердца, представляете масштаб и как скоро мир опять изменится? 😍",1 « ( соквовищ; имперяторе tiumalav bicom о w,
"Прямо сейчас Дубай буквально тонет.  пиздей, кажется предсказания сбываются",fivingtiger,
"Сегодня просто хочу поделиться. Абсолютно любой может уже сейчас вложиться в свое образование и будущее, получить возможность дальнейшего бесплатного образования и путешествий, посмотрите сами, уверена, мотивации прибавится 💪 В этом году в конкурсе «большой перемены» участие могут принять и 1-4 классы! Направлений как всегда очень много: наука и технологии, искусство и творчество, журналистика, добровольчество, ЗОЖ, история, урбанистика, путешествия и туризм, предпринимательство - любую сферу можно выбрать. Это пятый сезон самого масштабного конкурса страны, будущее только в ваших руках 🙌🏻 Не упускайте этот шанс, покажите своим детям, что они сами могут управлять своей мечтой 💖",,
"Товарищи-барнаульцы! Не проходите мимо и, пожалуйста, сделайте полезное дело для нашего родного города!  С 15 марта по 30 апреля проводится голосование по выбору территории, которая будет благоустроена в 2025 году. В этом году есть шанс на победу у парка за ТРЦ «Европа», он в самом низу списка, числится как «Зеленая зона на ул. Шумакова, 9». Голосовать могут все граждане от 14 лет (кто имеет паспорт).  Отдать голос за будущий парк можно на двух площадках: ✅ на сайте «Городская среда» https://22.gorodsreda.ru/objects/improvement/50634 ✅ и Госуслугах: https://pos.gosuslugi.ru/lkp/fkgs/?location=m01701000&type=2&page=3  Давайте сделаем наш город еще более зеленым и комфортным!  Подписывайтесь, чтобы следить за новостями будущего парка и ходом голосования: https://t.me/park300let https://vk.com/park300letbarnaul https://ok.ru/group/70000002496203  Прикреплённые ссылки: 🔗 https://22.gorodsreda.ru/objects/improvement/50634",,
"Губерниев: нам предстоит пройти между Сциллой и Харибдой, а дорогу укажет ЖВК «Динамо»",,
tikandelaki https://t.me/tikandelaki/17885,,"Дорогие друзья, только что получили премию за развитие интернета на телевидении. Газпро-медиахолдинг. Александр Александрович Жаров, под вашим руководством наша команда активно ворвалась телевидением в интернет. Аркадий Асмовеков, чего ждать интернету от телевидения? Скажите, пожалуйста. Максимальный вовлечение. То есть Ольга Бузова в еще большем количестве на телеканале ТНТ вы имеете ввиду? А почему нет? Давайте сразу поговорим. Вычитель исключительно Ольга Бузова и больше никого. Мы идем ровно туда. Стремимся к Ольге Бузову."
"https://vldinamo.ru/directspeechnew/xvatit/ Сатанизм и прочие мерзости не пройдут, огромное спасибо волейбольному Динамо за своевременный сигнал… В нашем волейбольном доме высокой культуры быта такое невозможно терпеть… Доколе???  П Хватит это терпеть! 🔗 https://vldinamo.ru/directspeechnew/xvatit/",,
"https://www.championat.com/volleyball/news-5513960-guberniev-nam-predstoit-projti-mezhdu-scilloj-i-haribdoj-a-dorogu-ukazhet-zhvk-dinamo.html Спасибо,Динамо!!! 🌷  П Губерниев: нам предстоит пройти между Сциллой и Харибдой, а дорогу укажет ЖВК «Динамо» 🔗 https://www.championat.com/volleyball/news-5513960-guberniev-nam-predstoit-projti-mezhdu-scilloj-i-haribdoj-a-dorogu-ukazhet-zhvk-dinamo.html","чемпионат волейбол губерниев: нам предстоит пройти между сциллой и харибдой, a дорогу укажет жвк « динамо» 7",
"Сама прокуратура придет??? Генеральная???? И прямо так скажет, почему наградили медалями белорусов???? Виктор Викторович, Вы сейчас прилично всех нас испугали…. И болельщиков, и специалистов, и медицинских работников…","18 : об сегодня, 15:45 виктор майгуров: «если минспорт наградит белорусов медалями чемпионата россии, то к ним придет прокуратура и спросит: «а на основании чего вы это сделали?» в сбр объяснили, почему белорусских биатлонистов не награждают медалями в россии. в минувшем сезоне сборная беларуси выступала на соревнованиях в россии вне официального зачета. ~ одной из самых обсуждаемых тем прошлого сезона был гимн и медали для белорусов. в следующем сезоне все будет так же? - наверное, мы вернемся к этому обсуждению, но мы действуем в связи с регламентом. ну и мы утверждаем регламент вместе с белорусами, мы не утверждаем его одни. чемпионат россии утверждается минспортом россии. я не выступаю за то, чтобы платить призовые только нашим. понятно, что спонсоры ~ наши, но раз все участвуют, поэтому и получать должны все на равных условиях. в связи с нашим законодательством мы и налогов платим в три раза больше, но это уже другая история . ~ регламент чемпионата россии утверждает министерство спорта, с ними можно договориться насчет белорусского гимна? ~ да, министерство спорта утверждает регламент чемпионата россии, но регламент на кубок россии утверждаем мы, потому что минспорт никак не участвует в проведении кубка россии, вообще никак ~ ноль рублей. реклама автохаус ~",
"maksimov_tg https://t.me/maksimov_tg/462    По лыжной базе в урочище Еланда – официально и, что называется, из первых уст:  Информация о планах строительства автодороги «Горно-Алтайск – Кызыл-Озек» через территорию лыжной базы сильно преувеличена.   Жители указанных населенных пунктов действительно обращались по поводу дороги, но сейчас лишь изучаются возможные варианты строительства, ведутся предварительные проектно-изыскательские работы. При этом на данный момент не определена ни стоимость объекта, ни источник возможного финансирования.   Любые выводы о том, что дорога пройдет через лыжные трассы или территорию лыжной базы, крайне преждевременны. Это не более чем один из обсуждаемых проектов.  Позиция главы Республики Алтай Олега Хорохордина (который, кстати говоря, сам катается на этой лыжной базе и ежегодно участвует в массовом забеге «Лыжня России») следующая: сначала необходимо построить новое здание лыжной базы, сделать ее современным местом для тренировок и проведения соревнований различного уровня, а уже после этого планировать поблизости автомобильную дорогу.   В прошлом году мы получили положительное заключение на проектно-сметную документацию по строительству лыжной базы. Республика Алтай делает всё, чтобы важный спортивный объект вошел в национальный проект или государственную программу и получил федеральное финансирование.  Спасибо уважаемым Дмитрию Губерниеву и Денису Иродову за внимание к Республике Алтай и поддержку лыжного спорта🤝",,
"Сама прокуратура придет??? Генеральная???? И прямо так скажет, почему наградили медалями белорусов???? Виктор Викторович, Вы сейчас прилично всех нас испугали…. И болельщиков, и специалистов, и медицинских работников…","18:об сегодня, 15:45 виктор майгуров: «если минспорт наградит белорусов медалями чемпионата россии, то к ним придет прокуратура и спросит: «а на основании чего вы это сделали?» в сбр объяснили, почему белорусских биатлонистов не награждают медалями в россии. в минувшем сезоне сборная беларуси выступала на соревнованиях в россии вне официального зачета. ~ одной из самых обсуждаемых тем прошлого сезона был гимн и медали для белорусов. в следующем сезоне все будет так же? - наверное, мы вернемся к этому обсуждению, номы действуем в связи с регламентом. ну и мы утверждаем регламент вместе с белорусами, мы не утверждаем его одни. чемпионат россии утверждается минспортом россии. я не выступаю за то, чтобы платить призовые только нашим. понятно, что спонсоры ~ наши, но раз все участвуют, поэтому и получать должны все на равных условиях. в связи с нашим законодательством мы и налогов платим в три раза больше, но это уже другая история. ~ регламент чемпионата россии утверждает министерство спорта, с ними можно договориться насчет белорусского гимна? ~ да, министерство спорта утверждает регламент чемпионата россии, но регламент на кубок россии утверждаем мы, потому что минспорт никак не участвует в проведении кубка россии, вообще никак ~ ноль рублей. еклама автохаус j",
"В сети разлетелись кадры с  производства Head & Shoulders. Мы все знаем, что из-за санкций на рынке стало подделка западной продукции резко возросла. Одно из крупных подпольных производств шампуня «номер 1 от перхоти»  накрыли в городе Зарайске Коломенс.  Интересно, что они подливали туда и как это может сказаться на здоровье волос и кожи головы.  И кстати, на будущее, самый простой способ — это проверка штрих-кода, на товаре должен быть 13-тизначный номер, цифры которого указывают на страну и завод-производителя, категорию товара и его подлинность. В общем, будьте осторожны😅   Что думаете по этому поводу?",5 run head& shoulders члисозм g,
"В телеграм поговорили про образование. Выяснилось, что по крайней мере среди моих подписчиков гораздо больше, чем 60% делают уроки вместе с детьми. Честно не знаю почему так, почему в нашем детстве было иначе, возможно реально не хватает самостоятельности. Но как вариант - сейчас огромное количество возможностей погрузить детей в среду, где реально огромная мотивация к развитию. Есть множество лагерей, программ, шоу. А еще есть новая история, которую запустили по инициативе президента - круглогодичные молодежные образовательные центры. Их изначально было всего 3 в Подмосковье, Пятигорске и Судаке. А после отличных результатов их открыли еще в 12 регионах. Выбрать можно по направлениям. Это и смена окружения, нацеленность на результат, возможность получить максимум в кратчайшие сроки. В общем на мой взгляд не просто интересно, но и отлично развивает самостоятельность. Знаю точно, что если мои девочки соберутся когда-нибудь в подобные истории, я абсолютно точно не буду против. А вы как относитесь к таким возможностям?",7 885 7% 8,
Ну как бэ..оукэй..,"r на русском q # спецоперация на украине агент радулова опроверг слухи о том, что игрок покинет «ак барс» 10 апреля 2024, 14:об ж * х юрий николаев, агент нападающего «ак барса» александра радулова, высказался о том, что его клиент может покинуть казанский клуб. риа новости «контакт александра радулова с «ак барсом» действует до 30 апреля 2024 года. никаких решений по будущему игрока на сегодняшний день не принято» ~ цитирует николаева «чемпионат» как сообщает metaratings, «амур» интересуется радуловым.",
"Кадры, которые вы тут видите вчера появились в СМИ и хорошо, что ситуация получила такую огласку.   Санкт-Петербург, квартира, которую оборудовал в подвале жилого дома 36-летний Артур. Тут он живет и воспитывает своих трех сыновей, соорудил даже санузел с унитазом и раковиной. На полу лежит ковер и линолеум, а в «комнатах» стоят раскладушки и диван.   Как я поняла из СМИ, изначально дети жили с матерью, но она уехала куда-то с новым парнем, оставив детей. На большую квартиру не было денег, поэтому мужчина решил поселиться с сыновьями в петербургском подвале. Не имея жилья и денег на содержание, Артур их не бросил, но условия в которых живут дети просто, кошмарны.  Живя в такой антисанитарии и полном бардаке, наверное, тут лучше, чтобы из забрали органы опеки, хотя бы на время, пока у главы семейства не появится хотя бы жилье.   Помощь очень хочется, но на данном этапе лучше дождаться решения органов опеки. Ситуация страшная, дети так жить и воспитываться не должны.   Что-нибудь слышали об этом?",- shot+,
"А вот письмо в Тюмень по Логинову!!! То в сборную парня усиленно не брали, теперь всех к ногтю прибрать хотят… Интересно, однако….","\"" 2 из 2 russian biathlon union исх. n 198 от 04.04.20241 директору департамента физической культуры. спорта и дополнительного ев. хромину poo «поменская областная фелерация о централизованной постоянно действующим коллегиальным руководящим органом общероссийской общественной организации федерации биатлона «союз биатлонистов россин» (лалее ~ сбр) исполкомом сбр 15 11 3023 r. утверждены критерни отбора спортеменов ля включения их в состав состветствующих спортивных сборных команд россии по биатлону в сезоне 2024- 2025 го для централизованной подготовки. сбр плапирует смая 2024 r. начать полготовку сборных команд к спортивному сезону 2024-2025 rot вашего региона на основании выполнения установленных критерись, на логинова александра. 1992 г рождения. и состав женской сборной команды сливко викторию, 1994 горождения. старшим тренером мужской сборной команды предполагается быть ioim. каминский, старшим тренером женской сборной команды м.в, шашилов. прошу вас в срок до 12 апреля промиформировать сер о готовности вышеуказанных спортеменов к проведению спортивной полготовки в составе сборной команды россии. президент в. в майгуров",
"Прекрасное от господ из СБР… Ребята из общественной организации требуют ответа от руководителя московского спорта по Халили… 🤣🤣🤣  Виктора надо проинформировать… 😳 Такие же письма направлены другим региональным министрам спорта… Ну, это ли не здорово… Будто спортсмены в рабстве у федерации биатлона… Знаю, что многие умные руководители уже послали авторов писем…. А что скажет комитет спортсменов СБР??? Сам Халили??? Интересно…","1728 n* 02- 65-13|24-16 [ текст ш рdf исх. n 194 от 04 04.2024+ руководителю» департамента спорга порода москвы а.а. кондаранцеву poo «федерация биатлона города москвы» о централизованной уважаемый алексей алексанирович! постоянно действующим коллегиальным руководящим органом общероссийск общественной организации федерании биатлона «соют биатлонистов россии» (лалее ~ сп исполкомом сбр 1511 2023 r. утверждены критерии отбора спортеменов для включения ; я состав соответствующих спортивных сборных команд россии по бнатлону в сезоне 202 2025 гг. для централизованной подготовки. сбр планирует с мая 2024 гиначать подготовку сборных команд к спортинному сезот 2024-2025 силитивашего региона, на основании выполнения установленных критериев, централизованную подготовку в составе мужской сборной команды планируется включи халили карима, 1998 г. р прошу васти срок до 12 апреля проинформировать сер о готонности вышеукавим спортемена к провслению спортинной подготовки и состане мужской сборной команд россии, старшим трепером которой предполагается быть ком. каминский. в.в. maitrypon президент принять решение",
"А вот письмо в Тюмень по Логинову!!! То в сборную парня усиленно не брали, теперь всех к ногтю прибрать хотят… Интересно, однако….","в 2 из 2 russian biathlon union директору департамента физической культуры. спорта и дополнительного e.в. хромину poo « томенская областная федерация о централизованной постоянно действующим коллегиальным руководящим органом общероссийской общественной организации федерации биатлона «союз биатлонистов россии» (лалее ~ сбр) исполкомом ceplis-11 2023 г уткерждены критерии отбора спортеменов для включения их я состав состветствующих спортинных сборных команд россии по биатлону в cesone 2024- 2025 ur. лля централизованной подготовки. обр плапирует с мая 2024 т. начать полготовку сборных команд к спортинному сезону 2024-2025 глот вашего региона. на ословании выполнения установленных критерись, на логинова александра, 1992 г рождения. насостав женской сборной команды сливко викторию, 1994 горождения. старшим тренером мужской сборной команды предполагается бытьюм. каминский, старшим тренером женской сборной команды м.в, шашилов. прошу вас в срок до 12 апреля проинформировать сбр о готовности вышеуказанных спортеменов к проведению спортивной полготовки в состазе сборной команды россии. президент в . в . майгуров",
"Прекрасное от господ из СБР… Ребята из общественной организации требуют ответа от руководителя московского спорта по Халили… 🤣🤣🤣  Виктора надо проинформировать… Такие же письма направлены другим региональным министрам спорта… Ну, это ли не здорово… Будто спортсмены в рабстве у федерации биатлона… Знаю, что многие умные руководители уже послали авторов писем…. А что скажет комитет спортсменов СБР??? Сам Халили??? Интересно…","1/ 28 n* 02- 65-13|24-16 [ текст ш рdf воссии ! biathlon union руководителю» департамента спорга города москвы а.а. кондаранцеву poo «федерация биатлона города москвы» о централизованной уважаемый алексей алексанирович! постоянно действующим коллегиальным руководящим органом общероссийск общественной организации федерании биатлона «союз биатлонистов россии» (лалее ~ сп исполкомом сбр 15 11 2023 т. утверждены критерии отбора спортеменов для включения ; я состав соответствующих спортивных сборных команд россии но биатлону в сезоне 202 2025 tr. для централизованной подготовки. сбр планирует с мая 2024 ганачать подготовку сборных команд к спортинному сезог 2024-2025 граил вашего региона. на основании выполнения установленных критериев, централизованную подготовку в составе мужской сборной команды планируется включи халили карима, 1998 r. р прошу bact срок ло 12 апреля проинформировать сер о готовности вышеуказанно спортемена к провелению спортинной подготовки и составе мужской сборной команд россии, старшим тренером которой предполагается быть ко.м. каминский. в.в .майгуров президент принять решение",
"Avodonaeva https://t.me/Avodonaeva/34532    В Калининграде на овощебазу привезли кокаин вместо колумбийских бананов.   76 кг наркотиков были обнаружены под слоем фруктов. Груз следовал из Германии в Литву, а затем в Калининград. Виновнику этого преступления грозит пожизненное заключение.",рбк,via sat в Санкт-Петербурге
"История, о которой тяжело говорить, но определенно стоит. Об этом сегодня говорят во всех СМИ.  Пару дней назад 14-летняя девочка ушла из дома в Люберцах около 18:00 и перестала выходить на связь с семьей. Перепуганные родители искали дочь двое суток, а найдена она была со следами уколов на мусорке.  Девочки незамедлительно госпитализировали. По делу проводится экспертиза, чтобы выявить, кто и что ей вколол. По словам очевидцев, девочка связалась со странной компанией и начала пропадать из дома.   В подростковом возрасте запретить ребенку что-то очень сложно, на пороге взросления он уже сам выбирает себе хобби и друзей.  Запретить ему что-то бесполезно. Важно, чтобы родители были в курсе того, что происходит в жизни ребенка. Как минимум, интересоваться и задавать вопросы о том, что он чувствует. Понимаю, что есть случаи, когда проконтролировать что-то невозможно. Произошло то, что произошло, сейчас можно пожелать девочке скорейшего выздоровления, а родителям сил и терпения это все пережить.  А нам, родителям, хочу порекомендовать проводить больше времени с детьми, слушать и слышать их желания и стараться стать другом для них.",полл wv sw ;,
"news_matchtv https://t.me/news_matchtv/50667    Суд отправил гендиректора компании «Телеспорт груп» под домашний арест по обвинению в мошенничестве   Постановлением Гагаринского районного суда города Москвы удовлетворено ходатайство органов предварительного расследования в отношении генерального директора ООО «Телеспорт Груп» Макаренко Петра Владимировича об избрании меры пресечения в виде домашнего ареста на срок 30 суток, до 04.05.2024 года.  Макаренко обвиняется в совершении преступления, предусмотренного ч. 4 ст. 159 УК РФ (Мошенничество) по факту мошеннических действий, связанных с трансляцией спортивных мероприятий , – сообщает пресс‑служба судов общей юрисдикции города Москвы.  @news_matchtv  📷 РИА Новости / Сергей Мамонтов",,
"tigran_avanian https://t.me/tigran_avanian/6485    ‼️«Мы едины в стремлении победить — каждый на своем задании». Михаил Мамиашвили — про высказывания в адрес Абдулрашида Садулаева  В сети ""Интернет"" на различных порталах и телеграм-каналах опубликованы многочисленные высказывания в адрес капитана сборной России, двукратного победителя Олимпийских игр, пятикратного чемпиона мира и Европы по вольной борьбе Абдулрашида Садулаева, отстраненного от участия в лицензионном европейском турнире, отборе на Олимпийские игры. Высказывания как положительные, так и отрицательные. Эти высказывания прокомментировал президент Федерации спортивной борьбы России (ФСБР) Михаил Мамиашвили.  ""Право сильного и справедливого — доминировать и вести за собой других. Узаконенное право быть первым, быть чемпионом, в турнире, где собрались сильнейшие — это не только право, но и обязанность российского спортсмена, передаваемая из поколения в поколение советскими, а затем и российскими борцами. Ценой огромных усилий, мы сохранили эти победные традиции в борьбе, и наше предназначение — продолжение и укрепление их. Вспомним 1952 год — год первой Олимпиады, в которой участвовали советские спортсмены. В далеко не дружественной стране, в Финляндии, еще десятилетие назад — враг на полях мировой войны. И, тем не менее, принимается решение ехать и участвовать. И это право было доверено самым достойным из достойных — победителям. Яков Пункин прошел плен и немецкий концлагерь — но он поехал на Олимпиаду и выиграл. А какой в команде был интернационал — еврей Пункин, татарин Шазам Сафин, прибалт Йоханнес Коткас, москвич Борис Гуревич — это все победители тех самых Олимпийских игр. Посмотрите на нынешнюю команду — это также настоящий многонациональный многоконфессиональный коллектив: осетин, русский, дагестанец, чеченец, якут, бурят, тувинец... И капитан этой команды, двукратный олимпийский чемпион, Русский Танк Абдурашид Садулаев — достойный продолжатель дела наших героев, борцов-фронтовиков. Уступить сейчас ковер — это как уступить врагу. Это тоже бой, это тоже война. Мы едины в стремлении победить, каждый на своём месте, на своём задании. Каждый — выполняя приказ Верховного Главнокомандующего Владимира Владимировича Путина!"", — отметил президент ФСБР Михаил Мамиашвили.  ""Федерация спортивной борьбы России полностью поддерживает политику Президента России, и российские борцы будут рассматривать возможность участия в Олимпийских играх, чтобы доказать, что несмотря на все сложности, ограничения и санкции, медали главных мировых спортивных форумов все равно уедут в сильнейшую державу — Россию. Но для того, чтобы принимать решение по участию в Олимпийских играх, надо сначала завоевать право там участвовать по спортивному принципу, чем российские борцы сегодня и занимаются на лицензионном турнире. Я хочу подчеркнуть, на сегодняшний момент речь идет не об участии в Олимпиаде, а о завоевании права там участвовать. И российские борцы по спортивному принципу допущены к отбору, и по спортивному принципу соревнуются за право войти в число участников главного спортивного события четырехлетия, а уже после этого мы примем решение, стоит ли участвовать в Играх на тех критериях, которые будут предлагаться Международным олимпийским комитетом. Мы не будем вступать в перепалку со многими уважаемыми специалистами, военными корреспондентами и прочими гражданами с патриотической позицией, а лишь подчеркнем, что каждый из нас делает свое дело, стремится к победе, но в своей отрасли. А Абдулрашид Садулаев является гордостью российского спорта, патриотом России, спортсменом, который не один раз поднимал российский флаг на всевозможных спортивных аренах под гимн Российской Федерации, и к этому нет вопросов и быть не может"", — резюмировал президент ФСБР.  🤼‍♂️ ФСБР  @tigran_avanian  П «Мы едины в стремлении победить — каждый на своем задании». Михаил Мамиашвили — про высказывания в адрес Абдулрашида Садулаева, «Мы едины в стремлении победить — каждый на своем задании». Михаил Мамиашвили — про высказывания в адрес Абдулрашида Садулаева В сети «Интернет» на различных порталах и телеграм-каналах опубликованы многочисленные высказывания в адрес капитана сборной России, двукратного победителя Олимпийских игр, пятикратного чемпиона мира и Европы по вольной борьбе Абдулрашида Садулаева, отстраненного от участия в лицензионном европейском турнире, отборе на Олимпийские игры. Высказывания как положительные, так и отрицательные. Эти высказывания прокомментировал... 🔗 https://wrestrus.ru/news/17927",,
